HGNC_ID	STATUS	WITHDRAWN_SYMBOL	MERGED_INTO_REPORT(S) (i.e HGNC_ID
HGNC:10273	Merged/Split	RP19	HGNC:34
HGNC:10275	Merged/Split	RP20	HGNC:10294
HGNC:10276	Withdrawn	RP22	
HGNC:10277	Merged/Split	RP23	HGNC:2567
HGNC:10278	Withdrawn	RP24	
HGNC:10279	Merged/Split	RP25	HGNC:21555
HGNC:10280	Merged/Split	RP26	HGNC:21699
HGNC:10281	Merged/Split	RP28	HGNC:25808
HGNC:10282	Withdrawn	RP29	
HGNC:10283	Merged/Split	RP3	HGNC:10295
HGNC:10284	Merged/Split	RP4	HGNC:10012
HGNC:10285	Withdrawn	RP5	
HGNC:10286	Withdrawn	RP6	
HGNC:10287	Merged/Split	RP7	HGNC:9942
HGNC:10292	Merged/Split	RPD3L1	HGNC:4852
HGNC:10308	Withdrawn	RPL17L1	
HGNC:10309	Merged/Split	RPL17P	HGNC:10367
HGNC:10323	Withdrawn	RPL23P1	
HGNC:10326	Withdrawn	RPL25P1	
HGNC:10365	Withdrawn	RPL7AL1	
HGNC:10366	Withdrawn	RPL7AP1	
HGNC:10370	Merged/Split	RPL9P1	HGNC:30335
HGNC:10373	Withdrawn	RPLP1L1	
HGNC:10374	Withdrawn	RPLP1L2	
HGNC:10375	Withdrawn	RPLP1L3	
HGNC:10376	Withdrawn	RPLP1L4	
HGNC:10400	Withdrawn	RPS17L3	
HGNC:10403	Withdrawn	RPS1L	
HGNC:10423	Withdrawn	RPS3L1	
HGNC:10438	Withdrawn	RPS6KB3	
HGNC:10444	Merged/Split	RPU1	HGNC:11150
HGNC:10453	Withdrawn	RRM2P1	
HGNC:10459	Merged/Split	RSE	HGNC:12446
HGNC:10460	Merged/Split	RSMD1	HGNC:15999
HGNC:10462	Withdrawn	RSS	
HGNC:10463	Merged/Split	RSTS	HGNC:2348
HGNC:10465	Merged/Split	RTA1C	HGNC:866
HGNC:10470	Merged/Split	RTT	HGNC:6990
HGNC:10476	Withdrawn	RVNP2	
HGNC:10501	Merged/Split	S100D	HGNC:10495
HGNC:10502	Merged/Split	S100E	HGNC:10493
HGNC:10503	Merged/Split	S100L	HGNC:10492
HGNC:10505	Withdrawn	S11	
HGNC:10506	Withdrawn	S12	
HGNC:10507	Withdrawn	S13	
HGNC:10508	Withdrawn	S14	
HGNC:10509	Withdrawn	S7	
HGNC:10510	Withdrawn	S8	
HGNC:10511	Withdrawn	S9	
HGNC:10512	Withdrawn	SAA@	
HGNC:10517	Withdrawn	SAA5	
HGNC:10523	Withdrawn	SAI1	
HGNC:10529	Merged/Split	SAP1	HGNC:9498
HGNC:10531	Merged/Split	SAP2	HGNC:9498
HGNC:10533	Merged/Split	SAPK3	HGNC:6874
HGNC:10543	Merged/Split	SBMA	HGNC:644
HGNC:10544	Merged/Split	SC	HGNC:15743
HGNC:10550	Merged/Split	SCA11	HGNC:19141
HGNC:10551	Merged/Split	SCA12	HGNC:9305
HGNC:10552	Merged/Split	SCA13	HGNC:6235
HGNC:10553	Merged/Split	SCA14	HGNC:9402
HGNC:10554	Merged/Split	SCA16	HGNC:6180
HGNC:10556	Merged/Split	SCA3	HGNC:7106
HGNC:10557	Merged/Split	SCA4	HGNC:24501
HGNC:10558	Merged/Split	SCA5	HGNC:11276
HGNC:10559	Merged/Split	SCA6	HGNC:1388
HGNC:10562	Withdrawn	SCAF#	
HGNC:10568	Merged/Split	SCC	HGNC:10569
HGNC:10574	Merged/Split	SCG1	HGNC:1930
HGNC:10578	Merged/Split	SCIDA	HGNC:17642
HGNC:10579	Merged/Split	SCIDX1	HGNC:6010
HGNC:10584	Merged/Split	SCN12A	HGNC:10583
HGNC:10587	Merged/Split	SCN2A1	HGNC:10588
HGNC:10595	Merged/Split	SCN6A	HGNC:10594
HGNC:10598	Merged/Split	SCNN1	HGNC:10599
HGNC:10605	Merged/Split	SCOD1	HGNC:10603
HGNC:10636	Merged/Split	SCYAR1	HGNC:1602
HGNC:10644	Merged/Split	SCYB9B	HGNC:10638
HGNC:10649	Withdrawn	SCZD1	
HGNC:10650	Withdrawn	SCZD2	
HGNC:10651	Withdrawn	SCZD3	
HGNC:10652	Withdrawn	SCZD4	
HGNC:10653	Withdrawn	SCZD5	
HGNC:10654	Withdrawn	SCZD6	
HGNC:10655	Withdrawn	SCZD7	
HGNC:10656	Withdrawn	SCZD8	
HGNC:10657	Merged/Split	SD	HGNC:9854
HGNC:10670	Merged/Split	SDCCAG43	HGNC:14542
HGNC:10673	Merged/Split	SDF1A	HGNC:10672
HGNC:10674	Merged/Split	SDF1B	HGNC:10672
HGNC:10677	Merged/Split	SDGF	HGNC:651
HGNC:10678	Merged/Split	SDH1	HGNC:10681
HGNC:10679	Merged/Split	SDH2	HGNC:10680
HGNC:10692	Withdrawn	SDU	
HGNC:10693	Merged/Split	SDYS	HGNC:4451
HGNC:10694	Merged/Split	SE	HGNC:4013
HGNC:10695	Merged/Split	SEA	HGNC:7381
HGNC:10708	Merged/Split	SEDC	HGNC:2200
HGNC:10709	Merged/Split	SEDL	HGNC:23068
HGNC:10744	Merged/Split	SEN1	HGNC:15773
HGNC:10745	Withdrawn	SEN2	
HGNC:10746	Withdrawn	SEN3	
HGNC:10747	Withdrawn	SEN6	
HGNC:10748	Withdrawn	SEN6A	
HGNC:10749	Withdrawn	SEN6B	
HGNC:10754	Merged/Split	SERF1	HGNC:10755
HGNC:10758	Merged/Split	SERK1	HGNC:6844
HGNC:10764	Withdrawn	SF	
HGNC:10772	Merged/Split	SFD	HGNC:11822
HGNC:10793	Merged/Split	SFT	HGNC:12474
HGNC:10794	Merged/Split	SFTP1	HGNC:10798
HGNC:10795	Merged/Split	SFTP2	HGNC:10802
HGNC:10796	Merged/Split	SFTP3	HGNC:10801
HGNC:10797	Merged/Split	SFTP4	HGNC:10803
HGNC:10804	Merged/Split	SFTPP1	HGNC:10800
HGNC:10811	Merged/Split	SGK2	HGNC:10812
HGNC:10813	Merged/Split	SGLT1	HGNC:11036
HGNC:10814	Merged/Split	SGLT2	HGNC:11037
HGNC:10815	Merged/Split	SGM1	HGNC:4221
HGNC:10828	Merged/Split	SH3D1A	HGNC:6183
HGNC:10829	Merged/Split	SH3D1B	HGNC:6184
HGNC:10843	Merged/Split	SHFD1	HGNC:10845
HGNC:10844	Merged/Split	SHFD2	HGNC:10846
HGNC:10846	Withdrawn	SHFM2	
HGNC:10849	Merged/Split	SHMT	HGNC:10852
HGNC:10855	Merged/Split	SHS	HGNC:9330
HGNC:10859	Merged/Split	SIASD	HGNC:10933
HGNC:10865	Withdrawn	SIAT5	
HGNC:10868	Merged/Split	SIAT8	HGNC:10869
HGNC:10873	Merged/Split	SIATL1	HGNC:10867
HGNC:10881	Merged/Split	SIM	HGNC:10883
HGNC:10893	Merged/Split	SJS1	HGNC:5273
HGNC:10948	Merged/Split	SLC20A3	HGNC:10979
HGNC:10949	Merged/Split	SLC20A4	HGNC:10981
HGNC:10950	Withdrawn	SLC21A1	
HGNC:10951	Withdrawn	SLC21A10	
HGNC:10954	Withdrawn	SLC21A13	
HGNC:10957	Withdrawn	SLC21A4	
HGNC:10958	Withdrawn	SLC21A5	
HGNC:10960	Withdrawn	SLC21A7	
HGNC:11031	Merged/Split	SLC4A5	HGNC:11030
HGNC:11032	Merged/Split	SLC4A6	HGNC:11033
HGNC:11080	Merged/Split	SLEB1	HGNC:11851
HGNC:11081	Merged/Split	SLEB2	HGNC:8760
HGNC:11082	Merged/Split	SLIL1	HGNC:11085
HGNC:11083	Merged/Split	SLIL2	HGNC:11087
HGNC:11084	Merged/Split	SLIL3	HGNC:11086
HGNC:11090	Merged/Split	SLO	HGNC:6284
HGNC:11091	Merged/Split	SLOS	HGNC:2860
HGNC:11093	Merged/Split	SLS	HGNC:403
HGNC:11095	Withdrawn	SMA#	
HGNC:11096	Merged/Split	SMA@	HGNC:11117
HGNC:11113	Merged/Split	SMCR	HGNC:9834
HGNC:11116	Merged/Split	SML1	HGNC:11756
HGNC:11130	Merged/Split	SNAP	HGNC:11132
HGNC:11143	Merged/Split	SNF2L1	HGNC:11097
HGNC:11144	Merged/Split	SNF2L2	HGNC:11098
HGNC:11145	Merged/Split	SNF2L3	HGNC:5281
HGNC:11146	Merged/Split	SNF2L4	HGNC:11100
HGNC:11147	Merged/Split	SNF5L1	HGNC:11103
HGNC:11154	Merged/Split	SNRPB1	HGNC:11153
HGNC:11156	Withdrawn	SNRPBL1	
HGNC:11165	Merged/Split	SNRPNL1	HGNC:11166
HGNC:11166	Withdrawn	SNRPNP1	
HGNC:11170	Merged/Split	SNTL	HGNC:11169
HGNC:11176	Merged/Split	SOAT	HGNC:11177
HGNC:11211	Merged/Split	SPACR	HGNC:6055
HGNC:11213	Merged/Split	SPAG2	HGNC:12457
HGNC:11221	Merged/Split	SPAT	HGNC:341
HGNC:11222	Merged/Split	SPCH1	HGNC:13875
HGNC:11223	Merged/Split	SPD	HGNC:5136
HGNC:11224	Merged/Split	SPG1	HGNC:6470
HGNC:11225	Merged/Split	SPG10	HGNC:6323
HGNC:11227	Merged/Split	SPG12	HGNC:10468
HGNC:11228	Merged/Split	SPG13	HGNC:5261
HGNC:11229	Merged/Split	SPG15	HGNC:20761
HGNC:11230	Merged/Split	SPG2	HGNC:9086
HGNC:11232	Withdrawn	SPG3B	
HGNC:11234	Merged/Split	SPG5A	HGNC:2652
HGNC:11235	Withdrawn	SPG5B	
HGNC:11236	Merged/Split	SPG6	HGNC:17043
HGNC:11238	Merged/Split	SPG8	HGNC:28984
HGNC:11239	Merged/Split	SPG9	HGNC:9722
HGNC:11258	Merged/Split	SPRR1	HGNC:11260
HGNC:11282	Merged/Split	SRBC	HGNC:1639
HGNC:11287	Merged/Split	SRD5B1	HGNC:388
HGNC:11294	Merged/Split	SRK	HGNC:12858
HGNC:11297	Withdrawn	SRML2	
HGNC:11308	Merged/Split	SRPSMCR	HGNC:30427
HGNC:11310	Merged/Split	SRS	HGNC:11123
HGNC:11314	Withdrawn	SSAV1	
HGNC:11315	Withdrawn	SSAV1L	
HGNC:11318	Merged/Split	SSFA1	HGNC:7819
HGNC:11341	Withdrawn	ST11	
HGNC:11342	Merged/Split	ST12	HGNC:2235
HGNC:11347	Withdrawn	ST2	
HGNC:11348	Withdrawn	ST3	
HGNC:11349	Merged/Split	ST4	HGNC:356
HGNC:11352	Withdrawn	ST8	
HGNC:11361	Merged/Split	STAT	HGNC:11177
HGNC:11372	Merged/Split	STC	HGNC:11373
HGNC:11376	Merged/Split	STD	HGNC:11458
HGNC:11379	Merged/Split	STFA	HGNC:2481
HGNC:11380	Merged/Split	STFB	HGNC:2482
HGNC:11381	Merged/Split	STGD1	HGNC:34
HGNC:11382	Merged/Split	STGD2	HGNC:14415
HGNC:11383	Merged/Split	STGD3	HGNC:14415
HGNC:11384	Merged/Split	STGD4	HGNC:9454
HGNC:11385	Merged/Split	STHE	HGNC:4326
HGNC:11392	Merged/Split	STK14A	HGNC:10436
HGNC:11409	Merged/Split	STK6	HGNC:11393
HGNC:11410	Merged/Split	STK6P	HGNC:18611
HGNC:11412	Merged/Split	STM	HGNC:11455
HGNC:11413	Merged/Split	STMY1	HGNC:7173
HGNC:11414	Merged/Split	STMY2	HGNC:7156
HGNC:11415	Merged/Split	STMY3	HGNC:7157
HGNC:11416	Merged/Split	STN	HGNC:3192
HGNC:11417	Merged/Split	STNL	HGNC:3192
HGNC:11418	Merged/Split	STO	HGNC:14234
HGNC:11419	Merged/Split	STOT	HGNC:12304
HGNC:11420	Merged/Split	STP1	HGNC:11453
HGNC:11421	Merged/Split	STP2	HGNC:11454
HGNC:11423	Merged/Split	STRL22	HGNC:1607
HGNC:11434	Merged/Split	STX1B1	HGNC:18539
HGNC:11435	Merged/Split	STX2A	HGNC:3403
HGNC:11436	Merged/Split	STX2B	HGNC:3403
HGNC:11437	Merged/Split	STX2C	HGNC:3403
HGNC:11452	Withdrawn	SULT	
HGNC:11461	Merged/Split	SUP45L1	HGNC:3477
HGNC:11462	Merged/Split	SUP45L2	HGNC:3478
HGNC:11463	Merged/Split	SUP45L3	HGNC:3479
HGNC:11464	Merged/Split	SUP45L4	HGNC:3480
HGNC:11472	Merged/Split	SUR	HGNC:59
HGNC:11481	Merged/Split	SVP65	HGNC:11509
HGNC:11484	Merged/Split	SYB1	HGNC:12642
HGNC:11485	Merged/Split	SYB2	HGNC:12643
HGNC:11488	Withdrawn	SYCP1L2	
HGNC:11489	Withdrawn	SYCP1L3	
HGNC:11492	Merged/Split	SYM1	HGNC:7866
HGNC:11493	Withdrawn	SYM2	
HGNC:11505	Merged/Split	SYNS1	HGNC:7866
HGNC:11508	Merged/Split	SYR	HGNC:12842
HGNC:11516	Merged/Split	T3D	HGNC:1673
HGNC:11518	Merged/Split	TAC1R	HGNC:11526
HGNC:11519	Merged/Split	TAC2	HGNC:11517
HGNC:11520	Merged/Split	TAC2R	HGNC:11527
HGNC:11525	Merged/Split	TACE	HGNC:195
HGNC:11549	Withdrawn	GTF3BAP1	
HGNC:11550	Withdrawn	GTF3BAP2	
HGNC:11552	Withdrawn	GTF3BAP3	
HGNC:11555	Merged/Split	TAK1	HGNC:6859
HGNC:11558	Merged/Split	TALDO	HGNC:11560
HGNC:11561	Merged/Split	TAN1	HGNC:7881
HGNC:11563	Merged/Split	ABCB2	HGNC:43
HGNC:11564	Merged/Split	ABCB3	HGNC:44
HGNC:11565	Merged/Split	TAPA1	HGNC:1701
HGNC:11567	Withdrawn	TAPVR1	
HGNC:11574	Merged/Split	TAX	HGNC:2172
HGNC:11576	Merged/Split	TAX1BP2	HGNC:25507
HGNC:11591	Merged/Split	TBS	HGNC:10524
HGNC:11606	Merged/Split	TBX7	HGNC:11593
HGNC:11611	Merged/Split	TCD	HGNC:1940
HGNC:11618	Merged/Split	TCEB1P1	HGNC:33696
HGNC:11622	Merged/Split	TCF11	HGNC:7781
HGNC:11624	Merged/Split	TCF13	HGNC:11714
HGNC:11625	Merged/Split	TCF13L1	HGNC:11717
HGNC:11626	Merged/Split	TCF14	HGNC:5024
HGNC:11635	Merged/Split	TCF6	HGNC:11741
HGNC:11637	Merged/Split	TCF6L2	HGNC:11741
HGNC:11643	Merged/Split	TCF9	HGNC:1317
HGNC:11650	Withdrawn	TCL4	
HGNC:11651	Merged/Split	TCL5	HGNC:11556
HGNC:11661	Merged/Split	TCRA	HGNC:12027
HGNC:11662	Merged/Split	TCRAV5S1	HGNC:12144
HGNC:11663	Merged/Split	TCRB	HGNC:12155
HGNC:11664	Merged/Split	TCRBV10O	HGNC:12199
HGNC:11665	Merged/Split	TCRBV11O	HGNC:12206
HGNC:11666	Merged/Split	TCRBV15O	HGNC:12204
HGNC:11667	Merged/Split	TCRBV2O	HGNC:12197
HGNC:11668	Merged/Split	TCRBV4O	HGNC:12211
HGNC:11669	Merged/Split	TCRBVO@	HGNC:12249
HGNC:11670	Merged/Split	TCRD	HGNC:12252
HGNC:11671	Merged/Split	TCRG	HGNC:12271
HGNC:11672	Merged/Split	TCRGC1	HGNC:12275
HGNC:11673	Merged/Split	TCRGC2	HGNC:12276
HGNC:11674	Merged/Split	TCRGJ1	HGNC:12277
HGNC:11675	Merged/Split	TCRGJ2	HGNC:12278
HGNC:11676	Merged/Split	TCRGJP	HGNC:12279
HGNC:11677	Merged/Split	TCRGJP1	HGNC:12280
HGNC:11678	Merged/Split	TCRGJP2	HGNC:12281
HGNC:11679	Merged/Split	TCRGV1	HGNC:12284
HGNC:11680	Merged/Split	TCRGV10	HGNC:12285
HGNC:11681	Merged/Split	TCRGV11	HGNC:12286
HGNC:11682	Merged/Split	TCRGV2	HGNC:12287
HGNC:11683	Merged/Split	TCRGV3	HGNC:12288
HGNC:11684	Merged/Split	TCRGV4	HGNC:12289
HGNC:11685	Merged/Split	TCRGV5	HGNC:12290
HGNC:11686	Merged/Split	TCRGV5P	HGNC:12291
HGNC:11687	Merged/Split	TCRGV6	HGNC:12292
HGNC:11688	Merged/Split	TCRGV7	HGNC:12293
HGNC:11689	Merged/Split	TCRGV8	HGNC:12294
HGNC:11690	Merged/Split	TCRGV9	HGNC:12295
HGNC:11691	Merged/Split	TCRGVB	HGNC:12297
HGNC:11696	Merged/Split	TCTE5	HGNC:9285
HGNC:11698	Merged/Split	TDD	HGNC:385
HGNC:11709	Withdrawn	TDO2L1	
HGNC:11710	Merged/Split	TDPX1	HGNC:9353
HGNC:11718	Merged/Split	TEAD5	HGNC:11716
HGNC:11739	Merged/Split	TEX4	HGNC:17317
HGNC:11746	Merged/Split	TFCOUP1	HGNC:7975
HGNC:11747	Merged/Split	TFCOUP2	HGNC:7976
HGNC:11770	Merged/Split	TGFB4	HGNC:3122
HGNC:11775	Withdrawn	TGFBRE	
HGNC:11783	Withdrawn	THAS	
HGNC:11789	Merged/Split	THC	HGNC:12731
HGNC:11790	Merged/Split	THC2	HGNC:29186
HGNC:11792	Withdrawn	THM	
HGNC:11794	Withdrawn	THOP2	
HGNC:11797	Merged/Split	THRA2	HGNC:11796
HGNC:11798	Merged/Split	THRAL	HGNC:7962
HGNC:11803	Merged/Split	TIAF1	HGNC:31104
HGNC:11807	Merged/Split	TIC1	HGNC:11251
HGNC:11815	Withdrawn	TIMM13A	
HGNC:11826	Merged/Split	TITF2	HGNC:3806
HGNC:11832	Merged/Split	TKC	HGNC:11833
HGNC:11833	Withdrawn	TKCR	
HGNC:11836	Merged/Split	TLCN	HGNC:5348
HGNC:11852	Merged/Split	TLX	HGNC:7973
HGNC:11880	Merged/Split	TMSB4	HGNC:11881
HGNC:11890	Merged/Split	TMVCF	HGNC:2047
HGNC:11893	Merged/Split	TNFA	HGNC:11892
HGNC:11897	Merged/Split	TNFAIP5	HGNC:9692
HGNC:11899	Withdrawn	TNFAIP7	
HGNC:11900	Merged/Split	TNFB	HGNC:6709
HGNC:11901	Merged/Split	TNFC	HGNC:6711
HGNC:11902	Merged/Split	TNFR1	HGNC:11916
HGNC:11903	Merged/Split	TNFR2	HGNC:11917
HGNC:11911	Withdrawn	TNFRSF12L	
HGNC:11933	Merged/Split	TNFSF3L	HGNC:8904
HGNC:11942	Merged/Split	TNM	HGNC:8117
HGNC:11954	Withdrawn	TNR1	
HGNC:11956	Merged/Split	TNRC10	HGNC:13875
HGNC:11959	Merged/Split	TNRC13	HGNC:10555
HGNC:11964	Merged/Split	TNRC21	HGNC:7133
HGNC:11965	Merged/Split	TNRC22	HGNC:14203
HGNC:11966	Merged/Split	TNRC3	HGNC:16272
HGNC:11970	Merged/Split	TNRC7	HGNC:14248
HGNC:11971	Merged/Split	TNRC8	HGNC:1497
HGNC:11974	Merged/Split	TNX	HGNC:11975
HGNC:11977	Merged/Split	TNXB1	HGNC:11976
HGNC:11978	Merged/Split	TNXB2	HGNC:11976
HGNC:11981	Merged/Split	TOC	HGNC:20788
HGNC:11991	Merged/Split	TOP3	HGNC:11992
HGNC:12001	Merged/Split	TP53CP	HGNC:15979
HGNC:12002	Merged/Split	TP53L	HGNC:15979
HGNC:12018	Merged/Split	TPS1	HGNC:12019
HGNC:12025	Merged/Split	TR2	HGNC:7971
HGNC:12026	Merged/Split	TR4	HGNC:7972
HGNC:12160	Merged/Split	TRBF1	HGNC:11728
HGNC:12161	Merged/Split	TRBF2	HGNC:11729
HGNC:12249	Withdrawn	TRBVOR9@	
HGNC:12267	Withdrawn	TRNAE2	
HGNC:12268	Merged/Split	TRESMCR	HGNC:12629
HGNC:12272	Withdrawn	TRNAG1	
HGNC:12283	Withdrawn	TRGP1	
HGNC:12301	Merged/Split	TRIC5	HGNC:1616
HGNC:12302	Withdrawn	TRICY1	
HGNC:12308	Merged/Split	TRIP2	HGNC:9234
HGNC:12317	Withdrawn	TRNAL47P	
HGNC:12319	Merged/Split	TRM2	HGNC:12318
HGNC:12320	Merged/Split	TRMA	HGNC:10938
HGNC:12321	Withdrawn	TRMEP1	
HGNC:12323	Merged/Split	TRNAMI2	HGNC:12318
HGNC:12325	Withdrawn	TRNL	
HGNC:12328	Merged/Split	TROB1	HGNC:11979
HGNC:12329	Merged/Split	TROB2	HGNC:11980
HGNC:12356	Withdrawn	TRNAVP1	
HGNC:12357	Withdrawn	TRNAVP2	
HGNC:12358	Withdrawn	TRNAVP3	
HGNC:12359	Withdrawn	TRNAVP4	
HGNC:12360	Withdrawn	TRW-CCA7-1	
HGNC:12361	Merged/Split	TS	HGNC:12441
HGNC:12364	Withdrawn	TSC3	
HGNC:12365	Merged/Split	TSC4	HGNC:12363
HGNC:12366	Merged/Split	TSE1	HGNC:9388
HGNC:12368	Merged/Split	TSG10	HGNC:15971
HGNC:12374	Withdrawn	TSHRL1	
HGNC:12375	Withdrawn	TSHRL2	
HGNC:12376	Withdrawn	TSHRL3	
HGNC:12378	Merged/Split	TSLC1	HGNC:5951
HGNC:12387	Merged/Split	TSSC6	HGNC:13410
HGNC:12389	Merged/Split	TST1	HGNC:18782
HGNC:12396	Merged/Split	TTD	HGNC:21157
HGNC:12400	Withdrawn	TTIM1	
HGNC:12402	Merged/Split	C22orf7	HGNC:1312
HGNC:12409	Withdrawn	TUBAL1	
HGNC:12416	Merged/Split	TUBG	HGNC:12417
HGNC:12426	Merged/Split	TUPLE1	HGNC:4916
HGNC:12427	Merged/Split	TUTR1	HGNC:9690
HGNC:12430	Merged/Split	TXDI1	HGNC:2883
HGNC:12431	Merged/Split	TXDI3	HGNC:2885
HGNC:12432	Merged/Split	TXGP1	HGNC:11934
HGNC:12433	Merged/Split	TXGP1L	HGNC:11918
HGNC:12438	Merged/Split	TXREB	HGNC:786
HGNC:12439	Merged/Split	TXREB1	HGNC:10362
HGNC:12444	Merged/Split	TYRO1	HGNC:3388
HGNC:12445	Merged/Split	TYRO10	HGNC:2731
HGNC:12448	Merged/Split	TYRO4	HGNC:3387
HGNC:12451	Merged/Split	TYRP2	HGNC:2709
HGNC:12452	Withdrawn	TYS	
HGNC:12454	Merged/Split	U2AF1P	HGNC:12456
HGNC:12455	Merged/Split	U2AFBP	HGNC:12453
HGNC:12481	Merged/Split	UBE2G	HGNC:12482
HGNC:12493	Merged/Split	UBE2V	HGNC:12494
HGNC:12501	Merged/Split	UBH1	HGNC:12610
HGNC:12503	Merged/Split	UBL2	HGNC:33148
HGNC:12512	Withdrawn	UCHH2	
HGNC:12514	Withdrawn	UCHL2	
HGNC:12521	Merged/Split	UFS	HGNC:18374
HGNC:12522	Merged/Split	UGALT	HGNC:11022
HGNC:12526	Merged/Split	UGP1	HGNC:12527
HGNC:12528	Merged/Split	UGT1	HGNC:12530
HGNC:12543	Withdrawn	UGT2B@	
HGNC:12561	Merged/Split	UMPH2	HGNC:17144
HGNC:12564	Merged/Split	UMS	HGNC:11602
HGNC:12571	Merged/Split	UND	HGNC:2191
HGNC:12573	Merged/Split	UNP	HGNC:12627
HGNC:12574	Merged/Split	UNR	HGNC:7965
HGNC:12581	Merged/Split	UQBP	HGNC:12582
HGNC:12589	Withdrawn	UQCRFSL2	
HGNC:12595	Withdrawn	USH1A	
HGNC:12596	Merged/Split	USH1B	HGNC:7606
HGNC:12598	Merged/Split	USH1D	HGNC:13733
HGNC:12599	Withdrawn	USH1E	
HGNC:12600	Merged/Split	USH1F	HGNC:14674
HGNC:12602	Withdrawn	USH2B	
HGNC:12603	Merged/Split	USH2C	HGNC:17416
HGNC:12604	Merged/Split	USH3	HGNC:12605
HGNC:12606	Merged/Split	USH3B	HGNC:4816
HGNC:12622	Merged/Split	USP23	HGNC:12620
HGNC:12639	Merged/Split	UVO	HGNC:1748
HGNC:12653	Merged/Split	VAT1	HGNC:10934
HGNC:12664	Merged/Split	VCF	HGNC:11592
HGNC:12677	Merged/Split	VDD1	HGNC:2606
HGNC:12678	Withdrawn	VDI	
HGNC:12685	Merged/Split	VGL	HGNC:4857
HGNC:12686	Merged/Split	VGR	HGNC:1073
HGNC:12688	Merged/Split	VHLP	HGNC:30666
HGNC:12689	Merged/Split	VHR	HGNC:3069
HGNC:12699	Merged/Split	VMAT1	HGNC:10934
HGNC:12700	Merged/Split	VMAT2	HGNC:10935
HGNC:12701	Merged/Split	VMCM	HGNC:11724
HGNC:12702	Withdrawn	VMD1	
HGNC:12704	Merged/Split	VMGLOM	HGNC:14373
HGNC:12707	Merged/Split	VP	HGNC:9280
HGNC:12708	Merged/Split	VPP1	HGNC:865
HGNC:12714	Merged/Split	VPS45B	HGNC:14579
HGNC:12717	Merged/Split	VRF	HGNC:12681
HGNC:12720	Merged/Split	VRNI	HGNC:1482
HGNC:12721	Withdrawn	AVSD1	
HGNC:12725	Merged/Split	VTNR	HGNC:6150
HGNC:12728	Merged/Split	VWS	HGNC:6121
HGNC:12740	Withdrawn	WBS2	
HGNC:12742	Merged/Split	WBSCR10	HGNC:961
HGNC:12743	Merged/Split	WBSCR11	HGNC:4661
HGNC:12745	Merged/Split	WBSCR15	HGNC:12749
HGNC:12747	Merged/Split	WBSCR3	HGNC:2586
HGNC:12748	Merged/Split	WBSCR4	HGNC:2586
HGNC:12750	Merged/Split	WBSCR6	HGNC:4659
HGNC:12751	Merged/Split	WBSCR7	HGNC:4660
HGNC:12752	Merged/Split	WBSCR9	HGNC:961
HGNC:12753	Merged/Split	WD	HGNC:11027
HGNC:12763	Merged/Split	WFS2	HGNC:24212
HGNC:12764	Withdrawn	WHCR	
HGNC:12772	Merged/Split	WMS	HGNC:3603
HGNC:12773	Merged/Split	WND	HGNC:870
HGNC:12777	Merged/Split	WNT13	HGNC:12781
HGNC:12792	Merged/Split	WS1	HGNC:8617
HGNC:12793	Merged/Split	WS2A	HGNC:7105
HGNC:12794	Withdrawn	WS2B	
HGNC:12795	Merged/Split	WSN	HGNC:16499
HGNC:12797	Withdrawn	WT2	
HGNC:12798	Merged/Split	WTS	HGNC:13315
HGNC:12800	Merged/Split	WWS	HGNC:24931
HGNC:12803	Withdrawn	XBX1	
HGNC:12808	Withdrawn	XGR	
HGNC:12813	Withdrawn	XM	
HGNC:12815	Merged/Split	XPAC	HGNC:12814
HGNC:12817	Merged/Split	XPD	HGNC:3434
HGNC:12818	Merged/Split	XPF	HGNC:3436
HGNC:12819	Merged/Split	XPGC	HGNC:3437
HGNC:12821	Merged/Split	XPNPEP	HGNC:12822
HGNC:12824	Merged/Split	XPNPEPL	HGNC:12822
HGNC:12832	Withdrawn	XRCC4L	
HGNC:12834	Withdrawn	XRCC8	
HGNC:12835	Merged/Split	XRCC9	HGNC:3588
HGNC:12837	Withdrawn	XS	
HGNC:12838	Withdrawn	XWNPEP	
HGNC:12846	Merged/Split	YT	HGNC:108
HGNC:12847	Merged/Split	YWHA1	HGNC:12853
HGNC:12848	Merged/Split	YWHAA	HGNC:12849
HGNC:12850	Merged/Split	YWHAD	HGNC:12855
HGNC:12878	Withdrawn	ZNF1	
HGNC:12882	Withdrawn	ZNF102	
HGNC:12883	Withdrawn	ZNF103	
HGNC:12884	Withdrawn	ZNF104	
HGNC:12885	Withdrawn	ZNF105	
HGNC:12889	Withdrawn	ZNF109	
HGNC:12890	Withdrawn	ZNF110	
HGNC:12891	Withdrawn	ZNF111	
HGNC:12893	Withdrawn	ZNF113	
HGNC:12895	Merged/Split	ZNF115	HGNC:23707
HGNC:12896	Withdrawn	ZNF116	
HGNC:12898	Withdrawn	ZNF118	
HGNC:12899	Withdrawn	ZNF119	
HGNC:12900	Merged/Split	ZNF11A	HGNC:13096
HGNC:12901	Merged/Split	ZNF11B	HGNC:13097
HGNC:12903	Withdrawn	ZNF120	
HGNC:12905	Withdrawn	ZNF122	
HGNC:12908	Withdrawn	ZNF125	
HGNC:12909	Withdrawn	ZNF126	
HGNC:12910	Withdrawn	MKRN3-AS1	
HGNC:12911	Withdrawn	ZNF128	
HGNC:12912	Withdrawn	ZNF129	
