HGNC_ID	STATUS	WITHDRAWN_SYMBOL	MERGED_INTO_REPORT(S) (i.e HGNC_ID
HGNC:12913	Merged/Split	ZNF13	HGNC:13111
HGNC:12914	Withdrawn	ZNF130	
HGNC:12923	Merged/Split	ZNF139	HGNC:13101
HGNC:12934	Withdrawn	ZNF149	
HGNC:12935	Merged/Split	ZNF150	HGNC:12917
HGNC:12937	Withdrawn	ZNF152	
HGNC:12938	Withdrawn	ZNF153	
HGNC:12941	Withdrawn	ZNF156	
HGNC:12943	Withdrawn	ZNF158	
HGNC:12944	Withdrawn	ZNF159	
HGNC:12946	Withdrawn	ZNF15L2	
HGNC:12951	Merged/Split	ZNF163	HGNC:4237
HGNC:12952	Withdrawn	ZNF164	
HGNC:12954	Merged/Split	ZNF166	HGNC:12988
HGNC:12956	Merged/Split	ZNF168	HGNC:21018
HGNC:12959	Withdrawn	ZNF170	
HGNC:12960	Withdrawn	ZNF171	
HGNC:12961	Withdrawn	ZNF172	
HGNC:12965	Merged/Split	ZNF176	HGNC:25406
HGNC:12967	Merged/Split	ZNF178	HGNC:16284
HGNC:12972	Merged/Split	ZNF21	HGNC:13001
HGNC:12973	Withdrawn	ZNF182L	
HGNC:12977	Merged/Split	ZNF186	HGNC:13143
HGNC:12979	Withdrawn	ZNF188	
HGNC:12982	Merged/Split	ZNF191	HGNC:13032
HGNC:12985	Withdrawn	ZNF194	
HGNC:12987	Withdrawn	ZNF196	
HGNC:12990	Withdrawn	ZNF199	
HGNC:13002	Merged/Split	ZNF210	HGNC:12996
HGNC:13021	Merged/Split	ZFP112	HGNC:12892
HGNC:13025	Merged/Split	ZNF231	HGNC:1117
HGNC:13033	Withdrawn	ZNF240	
HGNC:13034	Withdrawn	ZNF241	
HGNC:13035	Withdrawn	ZNF242	
HGNC:13037	Withdrawn	ZNF244	
HGNC:13038	Withdrawn	ZNF245	
HGNC:13039	Withdrawn	ZNF246	
HGNC:13040	Withdrawn	ZNF247	
HGNC:13042	Withdrawn	ZNF249	
HGNC:13048	Merged/Split	ZNF255	HGNC:13017
HGNC:13062	Merged/Split	ZNF269	HGNC:13027
HGNC:13063	Merged/Split	ZNF27	HGNC:13017
HGNC:13064	Merged/Split	ZNF270	HGNC:12866
HGNC:13066	Merged/Split	ZNF272	HGNC:21628
HGNC:13072	Merged/Split	ZNF279	HGNC:23022
HGNC:13074	Merged/Split	ZNF280	HGNC:18597
HGNC:13086	Merged/Split	ZNF298	HGNC:13999
HGNC:13087	Merged/Split	ZNF299	HGNC:13088
HGNC:13092	Withdrawn	ZNF301	
HGNC:13100	Withdrawn	ZNF35P	
HGNC:13105	Merged/Split	ZNF39L1	HGNC:13109
HGNC:13106	Withdrawn	ZNF43L	
HGNC:13113	Merged/Split	ZNF47	HGNC:18818
HGNC:13115	Merged/Split	ZNF49	HGNC:28671
HGNC:13116	Merged/Split	ZNF50	HGNC:4929
HGNC:13117	Merged/Split	ZNF51	HGNC:1001
HGNC:13118	Merged/Split	ZNF52	HGNC:23717
HGNC:13119	Withdrawn	ZNF53A	
HGNC:13120	Withdrawn	ZNF53B	
HGNC:13121	Withdrawn	ZNF54A	
HGNC:13122	Withdrawn	ZNF54B	
HGNC:13123	Merged/Split	ZNF55	HGNC:13110
HGNC:13126	Merged/Split	ZNF58	HGNC:13110
HGNC:13127	Withdrawn	ZNF59	
HGNC:13129	Merged/Split	ZNF60	HGNC:12936
HGNC:13130	Merged/Split	ZNF61	HGNC:12919
HGNC:13131	Merged/Split	ZNF62	HGNC:1002
HGNC:13132	Withdrawn	ZNF63	
HGNC:13133	Merged/Split	ZNF64	HGNC:12955
HGNC:13134	Merged/Split	ZNF65	HGNC:29008
HGNC:13137	Withdrawn	ZNF68	
HGNC:13151	Merged/Split	ZNF78L1	HGNC:12919
HGNC:13152	Withdrawn	ZNF78L2	
HGNC:13157	Merged/Split	ZNF82	HGNC:13145
HGNC:13161	Withdrawn	ZNF86	
HGNC:13162	Withdrawn	ZNF87	
HGNC:13163	Withdrawn	ZNF88	
HGNC:13167	Merged/Split	ZNF91L	HGNC:13047
HGNC:13170	Withdrawn	ZNF94	
HGNC:13171	Withdrawn	ZNF95	
HGNC:13173	Withdrawn	ZNF97	
HGNC:13181	Withdrawn	ZNFP1	
HGNC:13183	Merged/Split	ZNT1	HGNC:11012
HGNC:13184	Merged/Split	ZNT2	HGNC:11013
HGNC:13185	Merged/Split	ZNT3	HGNC:11014
HGNC:13186	Merged/Split	ZNT4	HGNC:11015
HGNC:13190	Merged/Split	ZP3B	HGNC:13189
HGNC:13191	Merged/Split	ZPK	HGNC:6851
HGNC:13193	Withdrawn	ZRK	
HGNC:13196	Withdrawn	ZWINTAS	
HGNC:13197	Merged/Split	ZWS1	HGNC:8850
HGNC:13204	Merged/Split	ALS2CR1	HGNC:13390
HGNC:13217	Withdrawn	AUXN	
HGNC:13220	Merged/Split	BBS6	HGNC:7108
HGNC:13223	Merged/Split	BCMS	HGNC:13747
HGNC:13224	Merged/Split	BCMSUN	HGNC:13748
HGNC:13226	Merged/Split	BHLHB1	HGNC:9398
HGNC:13230	Withdrawn	C10orf1	
HGNC:13246	Withdrawn	C9orf1	
HGNC:13252	Merged/Split	MCDC1	HGNC:6938
HGNC:13268	Withdrawn	DFNA18	
HGNC:13269	Merged/Split	DFNA22	HGNC:7605
HGNC:13270	Merged/Split	DFNA25	HGNC:20151
HGNC:13271	Merged/Split	DFNB22	HGNC:16378
HGNC:13274	Merged/Split	DURS2	HGNC:1943
HGNC:13282	Merged/Split	FBLN4	HGNC:3219
HGNC:13289	Withdrawn	FOX#	
HGNC:13292	Merged/Split	GAGED4	HGNC:14618
HGNC:13295	Withdrawn	GJA11	
HGNC:13304	Merged/Split	GPR70	HGNC:14448
HGNC:13305	Merged/Split	GPR71	HGNC:14905
HGNC:13314	Withdrawn	HAOL	
HGNC:13331	Withdrawn	ILCF	
HGNC:13346	Merged/Split	LSFC	HGNC:15714
HGNC:13349	Withdrawn	LYST2	
HGNC:13366	Merged/Split	MRT2A	HGNC:30185
HGNC:13367	Withdrawn	MRX71	
HGNC:13392	Withdrawn	NPCDR1	
HGNC:13407	Merged/Split	PCPH	HGNC:3367
HGNC:13409	Merged/Split	PFM2	HGNC:450
HGNC:13419	Merged/Split	PRSS18	HGNC:6367
HGNC:13423	Merged/Split	PWCR1	HGNC:32781
HGNC:13434	Withdrawn	RP21	
HGNC:13439	Merged/Split	SCA15	HGNC:6180
HGNC:13440	Withdrawn	SCA9	
HGNC:13443	Merged/Split	SIAT7B	HGNC:10867
HGNC:13462	Withdrawn	STRM	
HGNC:13465	Merged/Split	TFNR	HGNC:13652
HGNC:13466	Withdrawn	TGCT1	
HGNC:13472	Merged/Split	TNFSF20	HGNC:11929
HGNC:13473	Merged/Split	TP73L	HGNC:15979
HGNC:13496	Merged/Split	ZFP93	HGNC:12866
HGNC:13511	Merged/Split	API1	HGNC:590
HGNC:13512	Merged/Split	API2	HGNC:591
HGNC:13513	Merged/Split	API3	HGNC:592
HGNC:13514	Merged/Split	API4	HGNC:593
HGNC:13522	Merged/Split	CTAG	HGNC:2491
HGNC:13547	Merged/Split	ATP10C	HGNC:13542
HGNC:13558	Merged/Split	DCP1	HGNC:2707
HGNC:13560	Merged/Split	C21orf64	HGNC:13239
HGNC:13571	Merged/Split	FIC1	HGNC:3706
HGNC:13577	Merged/Split	C21orf65	HGNC:16707
HGNC:13591	Merged/Split	FBXO20	HGNC:6646
HGNC:13616	Merged/Split	FBXO14	HGNC:16510
HGNC:13624	Merged/Split	SPG17	HGNC:15832
HGNC:13637	Merged/Split	MUC3	HGNC:7513
HGNC:13640	Merged/Split	KCNK11	HGNC:13814
HGNC:13642	Merged/Split	PERQ2	HGNC:11960
HGNC:13643	Merged/Split	PERQ3	HGNC:11960
HGNC:13645	Merged/Split	MBNT	HGNC:6924
HGNC:13647	Merged/Split	SARSM	HGNC:17697
HGNC:13648	Merged/Split	TAF3A	HGNC:11549
HGNC:13649	Merged/Split	TAF3B	HGNC:11550
HGNC:13650	Merged/Split	TAF3C	HGNC:11551
HGNC:13651	Merged/Split	TAF3D	HGNC:11552
HGNC:13660	Merged/Split	GPR93	HGNC:13307
HGNC:13661	Merged/Split	GPR94	HGNC:4537
HGNC:13662	Merged/Split	GPR95	HGNC:4538
HGNC:13668	Merged/Split	DFNA38	HGNC:12762
HGNC:13669	Merged/Split	DFNB30	HGNC:7601
HGNC:13679	Merged/Split	ST15	HGNC:11345
HGNC:13682	Merged/Split	SPG28	HGNC:19714
HGNC:13683	Merged/Split	IGKJRB1	HGNC:5724
HGNC:13684	Merged/Split	IGKJRBP1	HGNC:5725
HGNC:13685	Merged/Split	IGKJRBP2	HGNC:5726
HGNC:13730	Withdrawn	SPG14	
HGNC:13737	Merged/Split	SNT1	HGNC:11167
HGNC:13738	Merged/Split	SNT2B1	HGNC:11168
HGNC:13739	Merged/Split	SNT2B2	HGNC:11169
HGNC:13754	Merged/Split	RBM8	HGNC:9905
HGNC:13790	Merged/Split	PI	HGNC:8941
HGNC:13791	Merged/Split	PIL	HGNC:8985
HGNC:13792	Merged/Split	AACT	HGNC:16
HGNC:13793	Merged/Split	PI4	HGNC:8948
HGNC:13794	Merged/Split	PARK4	HGNC:11138
HGNC:13807	Merged/Split	GLCLC	HGNC:4311
HGNC:13808	Merged/Split	GLCLR	HGNC:4312
HGNC:13822	Withdrawn	HYD2	
HGNC:13832	Merged/Split	PARK5	HGNC:12513
HGNC:13833	Merged/Split	DFNA39	HGNC:3054
HGNC:13837	Merged/Split	GPR67	HGNC:4504
HGNC:13845	Merged/Split	ZNF315P	HGNC:12995
HGNC:13849	Merged/Split	ZNF305	HGNC:13172
HGNC:13856	Merged/Split	ZNF309	HGNC:13853
HGNC:13863	Withdrawn	IBD3	
HGNC:13865	Withdrawn	MRXS11	
HGNC:13873	Merged/Split	PARK6	HGNC:14581
HGNC:13878	Merged/Split	PCI	HGNC:8723
HGNC:13891	Merged/Split	CBG	HGNC:1540
HGNC:13892	Merged/Split	TBG	HGNC:11583
HGNC:13894	Merged/Split	SERPINA8	HGNC:333
HGNC:13895	Merged/Split	ELANH2	HGNC:3311
HGNC:13896	Merged/Split	PAI2	HGNC:8584
HGNC:13897	Merged/Split	SCCA1	HGNC:10569
HGNC:13898	Merged/Split	SCCA2	HGNC:10570
HGNC:13899	Merged/Split	PI5	HGNC:8949
HGNC:13901	Merged/Split	PI6	HGNC:8950
HGNC:13903	Merged/Split	PI8	HGNC:8952
HGNC:13904	Merged/Split	PI9	HGNC:8955
HGNC:13905	Merged/Split	PI10	HGNC:8942
HGNC:13925	Merged/Split	C6orf13	HGNC:16289
HGNC:13926	Merged/Split	C6orf14	HGNC:14516
HGNC:13928	Merged/Split	C6orf16	HGNC:17202
HGNC:13929	Merged/Split	C6orf17	HGNC:17199
HGNC:13942	Merged/Split	C6orf30	HGNC:14129
HGNC:13952	Merged/Split	GPXP3	HGNC:4558
HGNC:13960	Merged/Split	LYPLA2L	HGNC:21069
HGNC:13969	Merged/Split	OR2E1	HGNC:15507
HGNC:13984	Merged/Split	SMAC3L	HGNC:18220
HGNC:13988	Withdrawn	ZNF187P1	
HGNC:13990	Merged/Split	ZNF310P	HGNC:14097
HGNC:14020	Merged/Split	FAM6A	HGNC:28648
HGNC:14041	Withdrawn	MRPL	
HGNC:14057	Merged/Split	CLIM1	HGNC:2067
HGNC:14070	Withdrawn	DFNA40	
HGNC:14071	Merged/Split	DLB1	HGNC:13747
HGNC:14072	Merged/Split	DLB2	HGNC:13748
HGNC:14080	Merged/Split	NEUROD3	HGNC:7764
HGNC:14081	Merged/Split	BPES	HGNC:1092
HGNC:14087	Withdrawn	PRAMEF3	
HGNC:14091	Merged/Split	NOT1	HGNC:7877
HGNC:14092	Merged/Split	NOT2	HGNC:7878
HGNC:14093	Merged/Split	NOT3	HGNC:7879
HGNC:14094	Merged/Split	NOT4	HGNC:7880
HGNC:14095	Merged/Split	ZNF325	HGNC:12902
HGNC:14100	Withdrawn	CNOT5	
HGNC:14102	Merged/Split	POP2	HGNC:9207
HGNC:14116	Merged/Split	TPS2	HGNC:12019
HGNC:14127	Withdrawn	TPSP3	
HGNC:14140	Merged/Split	C16orf12	HGNC:30912
HGNC:14143	Merged/Split	C16orf15	HGNC:26960
HGNC:14144	Merged/Split	C16orf16	HGNC:26960
HGNC:14145	Merged/Split	C16orf17	HGNC:26960
HGNC:14146	Merged/Split	C16orf18	HGNC:26960
HGNC:14147	Merged/Split	C16orf19	HGNC:26960
HGNC:14149	Merged/Split	C16orf21	HGNC:20852
HGNC:14155	Merged/Split	C16orf27	HGNC:23026
HGNC:14156	Merged/Split	C16orf28	HGNC:14184
HGNC:14157	Merged/Split	C16orf29	HGNC:34454
HGNC:14159	Merged/Split	C16orf31	HGNC:30629
HGNC:14162	Merged/Split	C16orf8	HGNC:20561
HGNC:14166	Merged/Split	TMEM6	HGNC:17205
HGNC:14172	Merged/Split	C16orf39	HGNC:21169
HGNC:14174	Merged/Split	C16orf41	HGNC:18435
HGNC:14176	Withdrawn	C16orf43	
HGNC:14181	Merged/Split	RASL8C	HGNC:18285
HGNC:14199	Merged/Split	FAM4A1	HGNC:11351
HGNC:14200	Merged/Split	C18orf3	HGNC:24121
HGNC:14204	Merged/Split	ECPN	HGNC:14007
HGNC:14206	Merged/Split	PI8L1	HGNC:8953
HGNC:14207	Withdrawn	PSORS7	
HGNC:14208	Merged/Split	ZNF328	HGNC:25879
HGNC:14218	Merged/Split	PI13	HGNC:8944
HGNC:14223	Merged/Split	AT3	HGNC:775
HGNC:14224	Merged/Split	HCF2	HGNC:4838
HGNC:14225	Merged/Split	PAI1	HGNC:8583
HGNC:14226	Merged/Split	PI7	HGNC:8951
HGNC:14227	Merged/Split	PEDF	HGNC:8824
HGNC:14228	Merged/Split	PLI	HGNC:9075
HGNC:14229	Merged/Split	C1NH	HGNC:1228
HGNC:14230	Merged/Split	CBP1	HGNC:1546
HGNC:14231	Merged/Split	CBP2	HGNC:1546
HGNC:14232	Merged/Split	PI12	HGNC:8943
HGNC:14233	Merged/Split	PI14	HGNC:8945
HGNC:14238	Merged/Split	C22orf12	HGNC:2847
HGNC:14242	Withdrawn	IBD7	
HGNC:14252	Withdrawn	GINGF2	
HGNC:14260	Withdrawn	SPG16	
HGNC:14266	Merged/Split	CDH25	HGNC:13681
HGNC:14274	Merged/Split	C17orf1B	HGNC:1212
HGNC:14302	Merged/Split	CMYA2	HGNC:15580
HGNC:14308	Merged/Split	EGFL2	HGNC:3231
HGNC:14309	Merged/Split	EGFL1	HGNC:3230
HGNC:14322	Merged/Split	RPML12	HGNC:10378
HGNC:14327	Merged/Split	SPANX	HGNC:11218
HGNC:14330	Merged/Split	SPANXB2	HGNC:14329
HGNC:14363	Merged/Split	DRA	HGNC:3018
HGNC:14401	Withdrawn	DYRK1AIP1	
HGNC:14403	Merged/Split	DYRK1AIP3	HGNC:16865
HGNC:14413	Merged/Split	CACT	HGNC:1421
HGNC:14414	Merged/Split	CACTP	HGNC:1422
HGNC:14419	Merged/Split	RPML3	HGNC:10379
HGNC:14420	Merged/Split	RPMS12	HGNC:10380
HGNC:14421	Merged/Split	RPL23L	HGNC:10322
HGNC:14424	Merged/Split	RCP	HGNC:9936
HGNC:14425	Merged/Split	GCP	HGNC:4206
HGNC:14426	Merged/Split	BCP	HGNC:1012
HGNC:14427	Merged/Split	NRXN4	HGNC:8011
HGNC:14431	Merged/Split	SCCD	HGNC:30791
HGNC:14433	Merged/Split	ALS2CR6	HGNC:443
HGNC:14441	Merged/Split	ALS2CR14	HGNC:14442
HGNC:14443	Merged/Split	ALS2CR16	HGNC:20681
HGNC:14444	Merged/Split	ALS2CR17	HGNC:20681
HGNC:14445	Merged/Split	ALS2CR18	HGNC:14436
HGNC:14447	Merged/Split	PPCD	HGNC:12723
HGNC:14459	Withdrawn	DYRK1AIP2	
HGNC:14505	Withdrawn	MRPS18	
HGNC:14519	Merged/Split	OTM	HGNC:8514
HGNC:14528	Merged/Split	SPAG10	HGNC:7036
HGNC:14532	Withdrawn	C11orf26	
HGNC:14535	Withdrawn	SLEB3	
HGNC:14538	Merged/Split	USP3L	HGNC:12621
HGNC:14541	Withdrawn	CMD1K	
HGNC:14557	Merged/Split	CLECSF11	HGNC:13258
HGNC:14564	Merged/Split	DRCC1	HGNC:7511
HGNC:14571	Merged/Split	OR4F1	HGNC:8298
HGNC:14588	Merged/Split	ANKL1	HGNC:1350
HGNC:14590	Merged/Split	OR5D3	HGNC:8336
HGNC:14591	Merged/Split	GPR99	HGNC:4531
HGNC:14594	Merged/Split	ACCPN	HGNC:10914
HGNC:14595	Withdrawn	MROS	
HGNC:14606	Merged/Split	C9orf8	HGNC:1366
HGNC:14617	Withdrawn	PLAC5	
HGNC:14627	Merged/Split	CDCA6	HGNC:1552
HGNC:14641	Merged/Split	KHRBP1	HGNC:32790
HGNC:14664	Merged/Split	MMEL2	HGNC:14668
HGNC:14684	Merged/Split	CMT2D	HGNC:4162
HGNC:14710	Merged/Split	OR2A10	HGNC:14729
HGNC:14715	Merged/Split	OR2I2	HGNC:8258
HGNC:14717	Merged/Split	OR7E88P	HGNC:14692
HGNC:14720	Withdrawn	OR9J1	
HGNC:14734	Merged/Split	OR6J2	HGNC:14707
HGNC:14775	Merged/Split	OR7E92P	HGNC:8395
HGNC:14776	Withdrawn	OR4D4P	
HGNC:14777	Merged/Split	OR2AR1P	HGNC:8264
HGNC:14778	Merged/Split	OR4C8P	HGNC:14696
HGNC:14782	Withdrawn	OR56A2P	
HGNC:14802	Merged/Split	OR7E95P	HGNC:8415
HGNC:14830	Merged/Split	OR2AF2P	HGNC:14719
HGNC:14924	Merged/Split	MT1NP	HGNC:7402
HGNC:14925	Merged/Split	MT1Q	HGNC:7394
HGNC:14926	Merged/Split	SH3D5	HGNC:14565
HGNC:14936	Merged/Split	DYT14	HGNC:4193
HGNC:14961	Merged/Split	MT1S	HGNC:7393
HGNC:15002	Merged/Split	OR2AK1P	HGNC:19569
HGNC:15006	Merged/Split	OR2C4	HGNC:15005
HGNC:15010	Merged/Split	OR2L4P	HGNC:8266
HGNC:15013	Merged/Split	OR2L7P	HGNC:8265
HGNC:15044	Merged/Split	OR7E107P	HGNC:8400
HGNC:15045	Merged/Split	OR1F10	HGNC:8194
HGNC:15046	Withdrawn	OR2A16P	
HGNC:15051	Merged/Split	OR7E127P	HGNC:8393
HGNC:15054	Merged/Split	OR7E131P	HGNC:14780
HGNC:15055	Merged/Split	OR7E132P	HGNC:8428
HGNC:15056	Merged/Split	OR1F13P	HGNC:8194
HGNC:15060	Withdrawn	OR8N1P	
HGNC:15061	Merged/Split	OR1E6	HGNC:8189
HGNC:15064	Merged/Split	OR2V3	HGNC:15341
HGNC:15065	Merged/Split	OR3A8P	HGNC:8284
HGNC:15066	Merged/Split	OR10C2	HGNC:8165
HGNC:15067	Merged/Split	OR11A2	HGNC:8176
HGNC:15068	Merged/Split	OR2B9	HGNC:13966
HGNC:15069	Withdrawn	OR2H7	
HGNC:15070	Merged/Split	OR2H8	HGNC:8252
HGNC:15073	Merged/Split	OR2W7P	HGNC:15072
HGNC:15074	Merged/Split	OR4F10	HGNC:15089
HGNC:15075	Merged/Split	OR4F12	HGNC:15372
HGNC:15081	Withdrawn	OR2A11P	
HGNC:15086	Merged/Split	OR2A17P	HGNC:8230
HGNC:15088	Merged/Split	OR2AE2	HGNC:15087
HGNC:15092	Withdrawn	OR7E118P	
HGNC:15099	Merged/Split	OR7E80P	HGNC:8386
HGNC:15109	Merged/Split	OR1J5	HGNC:8209
HGNC:15112	Merged/Split	OR1N3	HGNC:8221
HGNC:15114	Withdrawn	OR2AN1P	
HGNC:15116	Merged/Split	OR5C2P	HGNC:8331
HGNC:15119	Withdrawn	OR7E112P	
HGNC:15120	Withdrawn	OR7E113P	
HGNC:15121	Withdrawn	OR7E114P	
HGNC:15123	Withdrawn	OR6D2P	
HGNC:15133	Merged/Split	OR10D6P	HGNC:14770
HGNC:15157	Merged/Split	OR4A20P	HGNC:8289
HGNC:15179	Merged/Split	OR4P3P	HGNC:15180
HGNC:15186	Merged/Split	OR51A11P	HGNC:15185
HGNC:15192	Merged/Split	OR51C3P	HGNC:15191
HGNC:15227	Withdrawn	OR52M3P	
HGNC:15242	Merged/Split	OR55C1P	HGNC:15241
HGNC:15243	Merged/Split	OR56A6	HGNC:14786
HGNC:15263	Merged/Split	OR5B13	HGNC:8324
HGNC:15264	Merged/Split	OR5B14P	HGNC:8322
HGNC:15266	Merged/Split	OR5B16	HGNC:15432
HGNC:15268	Merged/Split	OR5B18P	HGNC:8320
HGNC:15274	Merged/Split	OR5BG1P	HGNC:15327
HGNC:15300	Merged/Split	OR5W3P	HGNC:15299
HGNC:15323	Merged/Split	OR9G5	HGNC:15319
HGNC:15326	Merged/Split	OR9L2P	HGNC:14761
HGNC:15330	Merged/Split	OR10P2P	HGNC:15378
HGNC:15331	Merged/Split	OR10P3P	HGNC:15378
HGNC:15334	Withdrawn	OR2A18P	
HGNC:15336	Merged/Split	OR6U1P	HGNC:19631
HGNC:15357	Merged/Split	OR4L2P	HGNC:15356
HGNC:15368	Merged/Split	OR11I2P	HGNC:14997
HGNC:15377	Merged/Split	OR8B11P	HGNC:8470
HGNC:15379	Merged/Split	OR2C2P	HGNC:8242
HGNC:15380	Merged/Split	OR4F11P	HGNC:15381
HGNC:15382	Merged/Split	OR4G5P	HGNC:8304
HGNC:15383	Merged/Split	OR1E9P	HGNC:8189
HGNC:15384	Merged/Split	OR1R2P	HGNC:8226
HGNC:15385	Merged/Split	OR1R3P	HGNC:8226
HGNC:15386	Merged/Split	OR4K10P	HGNC:14756
HGNC:15387	Merged/Split	OR4K9P	HGNC:14787
HGNC:15392	Merged/Split	OR2Z2	HGNC:15391
HGNC:15393	Merged/Split	OR4F18	HGNC:15381
HGNC:15394	Merged/Split	OR4F19	HGNC:15381
HGNC:15396	Merged/Split	OR4F9P	HGNC:15395
HGNC:15397	Merged/Split	OR4G7P	HGNC:8303
HGNC:15398	Merged/Split	OR4G8P	HGNC:8302
HGNC:15400	Merged/Split	OR7E98P	HGNC:8389
HGNC:15409	Merged/Split	OR13E2	HGNC:15107
HGNC:15410	Withdrawn	OR1E7	
HGNC:15411	Withdrawn	OR1E8P	
HGNC:15412	Withdrawn	OR2A19	
HGNC:15414	Withdrawn	OR2A21	
HGNC:15415	Withdrawn	OR2A22P	
HGNC:15416	Merged/Split	OR2C5P	HGNC:15005
HGNC:15417	Merged/Split	OR2I3P	HGNC:8258
HGNC:15418	Merged/Split	OR2I4P	HGNC:8258
HGNC:15419	Withdrawn	OR2I5P	
HGNC:15420	Withdrawn	OR2I6	
HGNC:15421	Withdrawn	OR2I7P	
HGNC:15422	Withdrawn	OR2I8P	
HGNC:15423	Withdrawn	OR2I9P	
HGNC:15425	Withdrawn	OR4P2P	
HGNC:15427	Merged/Split	OR51C2P	HGNC:15191
HGNC:15428	Withdrawn	OR51E3P	
HGNC:15429	Withdrawn	OR52A2	
HGNC:15430	Merged/Split	OR52A3P	HGNC:15194
HGNC:15433	Merged/Split	OR5BH2P	HGNC:15407
HGNC:15435	Merged/Split	OR5D10P	HGNC:8335
HGNC:15438	Merged/Split	OR7E119P	HGNC:8409
HGNC:15439	Merged/Split	OR7E120	HGNC:8408
HGNC:15440	Merged/Split	OR7E123P	HGNC:14733
HGNC:15441	Withdrawn	OR7E124P	
HGNC:15442	Withdrawn	OR7E81P	
HGNC:15457	Merged/Split	BPES3	HGNC:12428
HGNC:15493	Merged/Split	OR2B1	HGNC:8241
HGNC:15498	Merged/Split	LENG3	HGNC:14947
HGNC:15499	Withdrawn	LENG6	
HGNC:15539	Merged/Split	C8orf5	HGNC:27806
HGNC:15542	Withdrawn	C8orf6	
HGNC:15543	Merged/Split	C8orf7	HGNC:27806
HGNC:15545	Merged/Split	C8orf9	HGNC:16825
HGNC:15575	Merged/Split	DFNA41	HGNC:15459
HGNC:15596	Withdrawn	FGS3	
HGNC:15603	Merged/Split	SIGLEC19P	HGNC:10876
HGNC:15612	Merged/Split	SIGLEC23P	HGNC:26856
HGNC:15627	Withdrawn	C8orf15	
HGNC:15628	Withdrawn	C8orf16	
HGNC:15665	Merged/Split	MCPHA	HGNC:14409
HGNC:15666	Merged/Split	C11orf29	HGNC:29005
HGNC:15670	Merged/Split	GPR104	HGNC:4532
HGNC:15681	Withdrawn	C8orf29	
HGNC:15704	Merged/Split	CDPD1	HGNC:16438
HGNC:15705	Merged/Split	C21orf68	HGNC:17807
HGNC:15709	Merged/Split	C21orf69	HGNC:15707
HGNC:15733	Withdrawn	PPH2	
HGNC:15735	Merged/Split	SCA17	HGNC:11588
HGNC:15737	Withdrawn	LCS1	
HGNC:15744	Withdrawn	SCA18	
HGNC:15778	Withdrawn	FAM7A4	
HGNC:15779	Withdrawn	FAM7A5	
HGNC:15780	Merged/Split	FAM7B1	HGNC:15782
HGNC:15796	Merged/Split	RPL41L2	HGNC:10356
HGNC:15798	Merged/Split	TMSB4L	HGNC:11888
HGNC:15800	Merged/Split	VIAAT	HGNC:11018
HGNC:15810	Merged/Split	ZNF338	HGNC:15940
HGNC:15820	Merged/Split	FECD	HGNC:2216
HGNC:15821	Merged/Split	DFNA52	HGNC:9220
HGNC:15824	Withdrawn	MRX77	
HGNC:15834	Merged/Split	SYTIP2	HGNC:15851
HGNC:15843	Merged/Split	ZNF340	HGNC:16094
HGNC:15863	Merged/Split	C20orf17	HGNC:13010
HGNC:15871	Merged/Split	C20orf25	HGNC:13251
HGNC:15883	Merged/Split	C20orf37	HGNC:6176
HGNC:15884	Merged/Split	C20orf38	HGNC:16253
HGNC:15895	Merged/Split	C20orf49	HGNC:15877
HGNC:15896	Merged/Split	C20orf5	HGNC:17117
HGNC:15949	Withdrawn	C12orf9	
HGNC:15953	Merged/Split	UBL6	HGNC:33148
HGNC:15960	Merged/Split	CABP3	HGNC:13714
HGNC:15969	Merged/Split	CORD9	HGNC:216
HGNC:15976	Merged/Split	CXorf10	HGNC:25657
HGNC:15978	Merged/Split	ZDHHC10	HGNC:18475
HGNC:16026	Withdrawn	C21orf72	
HGNC:16032	Merged/Split	PDB3	HGNC:11280
HGNC:16033	Withdrawn	PDB4	
HGNC:16057	Merged/Split	VTLO1	HGNC:16304
HGNC:16080	Merged/Split	LINC00846	HGNC:54636
HGNC:16103	Withdrawn	C20orf109	
HGNC:16107	Merged/Split	C20orf113	HGNC:16106
HGNC:16117	Merged/Split	C20orf124	HGNC:15801
HGNC:16124	Merged/Split	C20orf131	HGNC:16125
HGNC:16138	Merged/Split	C20orf145	HGNC:16527
HGNC:16141	Merged/Split	C20orf148	HGNC:11298
HGNC:16146	Merged/Split	C20orf153	HGNC:15478
HGNC:16149	Merged/Split	C20orf156	HGNC:17329
HGNC:16150	Merged/Split	C20orf157	HGNC:34344
HGNC:16151	Merged/Split	C20orf158	HGNC:2680
HGNC:16152	Merged/Split	C20orf159	HGNC:23062
HGNC:16169	Merged/Split	C20orf176	HGNC:16168
HGNC:16190	Merged/Split	C20orf57	HGNC:16236
HGNC:16199	Withdrawn	C20orf66	
HGNC:16202	Merged/Split	LINC00266-1	HGNC:51706
HGNC:16215	Merged/Split	C20orf84	HGNC:15858
HGNC:16220	Withdrawn	C20orf89	
HGNC:16238	Merged/Split	GGTL5	HGNC:4259
HGNC:16241	Merged/Split	IL6ST2	HGNC:3368
HGNC:16242	Merged/Split	LIPN3L	HGNC:14451
HGNC:16295	Merged/Split	TSTA1	HGNC:10304
HGNC:16296	Merged/Split	TSTA2	HGNC:9560
HGNC:16303	Merged/Split	LENG7	HGNC:3189
HGNC:16304	Withdrawn	AIS1	
