AC010359	Blood[0]
AC010387	Blood[0]
AC010395	Blood[0]
AC010401	Blood[0]
AC010406	Blood[0]
AC010420	Blood[0]
AC010422	Blood[0]
AC010424	Blood[0]
AC010425	Blood[0]
AC010445	Blood[0]
AC010451	Blood[0]
AC010457	Blood[0]
AC010463	Blood[0]
AC010468	Blood[0]
AC010478	Blood[0]
AC010485	Blood[0]
AC010486	Blood[0]
AC010487	Blood[0]
AC010491	Blood[0]
AC010501	Blood[0]
AC010503	Blood[0]
AC010504	Blood[0]
AC010511	Blood[0]
AC010519	Blood[0]
AC010522	Blood[0]
AC010524	Blood[0]
AC010525	Blood[0]
AC010528	Blood[0]
AC010531	Blood[0]
AC010536	Blood[0]
AC010538	Blood[0]
AC010542	Blood[0]
AC010547	Blood[0]
AC010551	Blood[0]
AC010595	Blood[0]
AC010601	Blood[0]
AC010605	Blood[0]
AC010608	Blood[0]
AC010609	Blood[0]
AC010615	Blood[0]
AC010616	Blood[0]
AC010618	Blood[0]
AC010619	Blood[0]
AC010624	Blood[0]
AC010632	Blood[0]
AC010634	Blood[0]
AC010636	Blood[0]
AC010638	Blood[0]
AC010641	Blood[0]
AC010642	Blood[0]
AC010643	Blood[0]
AC010646	Blood[0]
AC010649	Blood[0]
AC010654	Blood[0]
AC010680	Blood[0]
AC010719	Blood[0]
AC010722	Blood[0]
AC010723	Blood[0]
AC010729	Blood[0]
AC010731	Blood[0]
AC010735	Blood[0]
AC010737	Blood[0]
AC010745	Blood[0]
AC010746	Blood[0]
AC010754	Blood[0]
AC010760	Blood[0]
AC010761	Blood[0]
AC010768	Blood[0]
AC010776	Blood[0]
AC010809	Blood[0]
AC010834	Blood[0]
AC010857	Blood[0]
AC010864	Blood[0]
AC010880	Blood[0]
AC010883	Blood[0]
AC010884	Blood[0]
AC010889	Blood[0]
AC010890	Blood[0]
AC010891	Blood[0]
AC010894	Blood[0]
AC010907	Blood[0]
AC010931	Blood[0]
AC010967	Blood[0]
AC010969	Blood[0]
AC010973	Blood[0]
AC010974	Blood[0]
AC010975	Blood[0]
AC010976	Blood[0]
AC010978	Blood[0]
AC010980	Blood[0]
AC010982	Blood[0]
AC010983	Blood[0]
AC010997	Blood[0]
AC010998	Blood[0]
AC011005	Blood[0]
AC011008	Blood[0]
AC011043	Blood[0]
AC011092	Blood[0]
AC011120	Blood[0]
AC011124	Blood[0]
AC011131	Blood[0]
AC011139	Blood[0]
AC011193	Blood[0]
AC011195	Blood[0]
AC011196	Blood[0]
AC011228	Blood[0]
AC011239	Blood[0]
AC011243	Blood[0]
AC011247	Blood[0]
AC011257	Blood[0]
AC011284	Blood[0]
AC011287	Blood[0]
AC011290	Blood[0]
AC011294	Blood[0]
AC011298	Blood[0]
AC011306	Blood[0]
AC011313	Blood[0]
AC011330	Blood[0]
AC011337	Blood[0]
AC011352	Blood[0]
AC011362	Blood[0]
AC011363	Blood[0]
AC011365	Blood[0]
AC011369	Blood[0]
AC011373	Blood[0]
AC011374	Blood[0]
AC011377	Blood[0]
AC011383	Blood[0]
AC011389	Blood[0]
AC011396	Blood[0]
AC011405	Blood[0]
AC011410	Blood[0]
AC011416	Blood[0]
AC011442	Blood[0]
AC011443	Blood[0]
AC011444	Blood[0]
AC011445	Blood[0]
AC011446	Blood[0]
AC011447	Blood[0]
AC011448	Blood[0]
AC011450	Blood[0]
AC011451	Blood[0]
AC011452	Blood[0]
AC011453	Blood[0]
AC011455	Blood[0]
AC011456	Blood[0]
AC011462	Blood[0]
AC011465	Blood[0]
AC011466	Blood[0]
AC011468	Blood[0]
AC011471	Blood[0]
AC011473	Blood[0]
AC011474	Blood[0]
AC011476	Blood[0]
AC011477	Blood[0]
AC011478	Blood[0]
AC011479	Blood[0]
AC011481	Blood[0]
AC011483	Blood[0]
AC011484	Blood[0]
AC011491	Blood[0]
AC011495	Blood[0]
AC011498	Blood[0]
AC011499	Blood[0]
AC011500	Blood[0]
AC011503	Blood[0]
AC011507	Blood[0]
AC011509	Blood[0]
AC011510	Blood[0]
AC011516	Blood[0]
AC011518	Blood[0]
AC011523	Blood[0]
AC011524	Blood[0]
AC011525	Blood[0]
AC011530	Blood[0]
AC011586	Blood[0]
AC011591	Blood[0]
AC011595	Blood[0]
AC011601	Blood[0]
AC011603	Blood[0]
AC011604	Blood[0]
AC011611	Blood[0]
AC011625	Blood[0]
AC011632	Blood[0]
AC011676	Blood[0]
AC011700	Blood[0]
AC011718	Blood[0]
AC011731	Blood[0]
AC011747	Blood[0]
AC011752	Blood[0]
AC011773	Blood[0]
AC011815	Blood[0]
AC011816	Blood[0]
AC011824	Blood[0]
AC011825	Blood[0]
AC011840	Blood[0]
AC011841	Blood[0]
AC011853	Blood[0]
AC011893	Blood[0]
AC011897	Blood[0]
