Gene stable ID	Transcript stable ID	Protein stable ID	HGNC ID	HGNC symbol
ENSG00000128573	ENST00000393494	ENSP00000377132	HGNC:13875	FOXP2
ENSG00000128573	ENST00000350908	ENSP00000265436	HGNC:13875	FOXP2
ENSG00000128573	ENST00000462331	ENSP00000418100	HGNC:13875	FOXP2
ENSG00000128573	ENST00000408937	ENSP00000386200	HGNC:13875	FOXP2
ENSG00000128573	ENST00000393498	ENSP00000377135	HGNC:13875	FOXP2
ENSG00000128573	ENST00000393495	ENSP00000377133	HGNC:13875	FOXP2
ENSG00000128573	ENST00000403559	ENSP00000385069	HGNC:13875	FOXP2
ENSG00000128573	ENST00000459666		HGNC:13875	FOXP2
ENSG00000128573	ENST00000378237	ENSP00000367482	HGNC:13875	FOXP2
ENSG00000128573	ENST00000393489	ENSP00000377129	HGNC:13875	FOXP2
ENSG00000128573	ENST00000635534	ENSP00000489229	HGNC:13875	FOXP2
ENSG00000128573	ENST00000360232	ENSP00000353367	HGNC:13875	FOXP2
ENSG00000128573	ENST00000452963	ENSP00000409826	HGNC:13875	FOXP2
ENSG00000128573	ENST00000390668	ENSP00000375084	HGNC:13875	FOXP2
ENSG00000128573	ENST00000703617	ENSP00000515401	HGNC:13875	FOXP2
ENSG00000128573	ENST00000635563	ENSP00000488954	HGNC:13875	FOXP2
ENSG00000128573	ENST00000634372		HGNC:13875	FOXP2
ENSG00000128573	ENST00000703618	ENSP00000515402	HGNC:13875	FOXP2
ENSG00000128573	ENST00000634664		HGNC:13875	FOXP2
ENSG00000214967	ENST00000530217	ENSP00000431814	HGNC:41982	NPIPA7
ENSG00000214967	ENST00000344087	ENSP00000343256	HGNC:41982	NPIPA7
ENSG00000222790	ENST00000410858		HGNC:46950	RNU4-14P
ENSG00000151006	ENST00000280606	ENSP00000280606	HGNC:34407	PRSS53
ENSG00000151006	ENST00000486499		HGNC:34407	PRSS53
ENSG00000151006	ENST00000492427		HGNC:34407	PRSS53
ENSG00000105668	ENST00000222275	ENSP00000222275	HGNC:12577	UPK1A
ENSG00000105668	ENST00000379013	ENSP00000368298	HGNC:12577	UPK1A
ENSG00000108219	ENST00000481124	ENSP00000418195	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000714437	ENSP00000519706	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000714438	ENSP00000519707	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000714439	ENSP00000519708	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000429989	ENSP00000396270	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000372158	ENSP00000361231	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000714440	ENSP00000519709	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000372157	ENSP00000361230	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000469149		HGNC:23303	TSPAN14
ENSG00000108219	ENST00000372164	ENSP00000361237	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000341863	ENSP00000344076	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000714441	ENSP00000519710	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000714442	ENSP00000519711	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000372156	ENSP00000361229	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000714443	ENSP00000519712	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000714444	ENSP00000519713	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000714445	ENSP00000519714	HGNC:23303	TSPAN14
ENSG00000108219	ENST00000265450		HGNC:23303	TSPAN14
ENSG00000254274	ENST00000523009		HGNC:11705	CRIPTOP5
ENSG00000276353	ENST00000618435			
ENSG00000131503	ENST00000616482	ENSP00000478529	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000297183	ENSP00000297183	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000360839	ENSP00000354085	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000421134	ENSP00000394489	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000394723	ENSP00000378212	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000511151	ENSP00000421069	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000394722	ENSP00000378211	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000490185		HGNC:24714	ANKHD1
ENSG00000131503	ENST00000246149	ENSP00000246149	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000412116	ENSP00000405602	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000465435		HGNC:24714	ANKHD1
ENSG00000131503	ENST00000506755		HGNC:24714	ANKHD1
ENSG00000131503	ENST00000462121		HGNC:24714	ANKHD1
ENSG00000131503	ENST00000506930		HGNC:24714	ANKHD1
ENSG00000131503	ENST00000431508	ENSP00000393204	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000433049	ENSP00000390034	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000435794	ENSP00000410959	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000432301	ENSP00000415887	HGNC:24714	ANKHD1
ENSG00000131503	ENST00000475148		HGNC:24714	ANKHD1
ENSG00000131503	ENST00000495578		HGNC:24714	ANKHD1
ENSG00000131503	ENST00000421706	ENSP00000405345	HGNC:24714	ANKHD1
ENSG00000137547	ENST00000260102	ENSP00000260102	HGNC:14054	MRPL15
ENSG00000137547	ENST00000519831	ENSP00000428581	HGNC:14054	MRPL15
ENSG00000137547	ENST00000522521	ENSP00000429252	HGNC:14054	MRPL15
ENSG00000205022	ENST00000419291	ENSP00000408598	HGNC:37237	PABPN1L
ENSG00000205022	ENST00000411789	ENSP00000405259	HGNC:37237	PABPN1L
ENSG00000205022	ENST00000547152	ENSP00000449247	HGNC:37237	PABPN1L
ENSG00000226510	ENST00000443196		HGNC:40603	UPK1A-AS1
ENSG00000211450	ENST00000534355	ENSP00000434511	HGNC:18251	SELENOH
ENSG00000211450	ENST00000533321		HGNC:18251	SELENOH
ENSG00000211450	ENST00000388857	ENSP00000373509	HGNC:18251	SELENOH
ENSG00000211450	ENST00000528798	ENSP00000434875	HGNC:18251	SELENOH
ENSG00000211450	ENST00000534386		HGNC:18251	SELENOH
ENSG00000211450	ENST00000623303		HGNC:18251	SELENOH
ENSG00000102575	ENST00000592828	ENSP00000468767	HGNC:124	ACP5
ENSG00000102575	ENST00000590832	ENSP00000465127	HGNC:124	ACP5
ENSG00000102575	ENST00000648477	ENSP00000496973	HGNC:124	ACP5
ENSG00000102575	ENST00000695791	ENSP00000512173	HGNC:124	ACP5
ENSG00000102575	ENST00000695838		HGNC:124	ACP5
ENSG00000102575	ENST00000592659	ENSP00000465498	HGNC:124	ACP5
ENSG00000102575	ENST00000695809	ENSP00000512189	HGNC:124	ACP5
ENSG00000102575	ENST00000695810	ENSP00000512190	HGNC:124	ACP5
ENSG00000102575	ENST00000589792	ENSP00000468685	HGNC:124	ACP5
ENSG00000102575	ENST00000695820	ENSP00000512198	HGNC:124	ACP5
ENSG00000102575	ENST00000588524		HGNC:124	ACP5
ENSG00000102575	ENST00000695811	ENSP00000512191	HGNC:124	ACP5
ENSG00000102575	ENST00000695812		HGNC:124	ACP5
ENSG00000102575	ENST00000695813	ENSP00000512192	HGNC:124	ACP5
ENSG00000102575	ENST00000695814	ENSP00000512193	HGNC:124	ACP5
ENSG00000102575	ENST00000649386	ENSP00000497140	HGNC:124	ACP5
ENSG00000102575	ENST00000695815	ENSP00000512194	HGNC:124	ACP5
ENSG00000102575	ENST00000591319	ENSP00000464831	HGNC:124	ACP5
ENSG00000102575	ENST00000412435	ENSP00000392374	HGNC:124	ACP5
ENSG00000102575	ENST00000218758	ENSP00000218758	HGNC:124	ACP5
ENSG00000102575	ENST00000695816		HGNC:124	ACP5
ENSG00000102575	ENST00000695817	ENSP00000512195	HGNC:124	ACP5
ENSG00000102575	ENST00000695821	ENSP00000512199	HGNC:124	ACP5
ENSG00000102575	ENST00000695818	ENSP00000512196	HGNC:124	ACP5
ENSG00000102575	ENST00000695819		HGNC:124	ACP5
ENSG00000102575	ENST00000588625	ENSP00000512197	HGNC:124	ACP5
ENSG00000102575	ENST00000588079		HGNC:124	ACP5
ENSG00000018510	ENST00000680705		HGNC:327	AGPS
ENSG00000018510	ENST00000680770	ENSP00000505536	HGNC:327	AGPS
ENSG00000018510	ENST00000637633	ENSP00000490844	HGNC:327	AGPS
ENSG00000018510	ENST00000679459	ENSP00000506137	HGNC:327	AGPS
ENSG00000018510	ENST00000681752	ENSP00000504994	HGNC:327	AGPS
ENSG00000018510	ENST00000460342		HGNC:327	AGPS
ENSG00000018510	ENST00000680677		HGNC:327	AGPS
ENSG00000018510	ENST00000680910		HGNC:327	AGPS
ENSG00000018510	ENST00000680893	ENSP00000505929	HGNC:327	AGPS
ENSG00000018510	ENST00000681032	ENSP00000505205	HGNC:327	AGPS
ENSG00000018510	ENST00000679421		HGNC:327	AGPS
ENSG00000018510	ENST00000681565	ENSP00000505620	HGNC:327	AGPS
ENSG00000018510	ENST00000409888	ENSP00000386688	HGNC:327	AGPS
ENSG00000018510	ENST00000264167	ENSP00000264167	HGNC:327	AGPS
ENSG00000018510	ENST00000642466	ENSP00000494433	HGNC:327	AGPS
ENSG00000018510	ENST00000680155	ENSP00000505333	HGNC:327	AGPS
ENSG00000018510	ENST00000679478	ENSP00000506484	HGNC:327	AGPS
ENSG00000018510	ENST00000681449	ENSP00000505342	HGNC:327	AGPS
ENSG00000018510	ENST00000681891		HGNC:327	AGPS
ENSG00000018510	ENST00000679639		HGNC:327	AGPS
ENSG00000018510	ENST00000681028	ENSP00000506323	HGNC:327	AGPS
ENSG00000018510	ENST00000680028		HGNC:327	AGPS
ENSG00000018510	ENST00000679994	ENSP00000504957	HGNC:327	AGPS
ENSG00000018510	ENST00000680390		HGNC:327	AGPS
ENSG00000018510	ENST00000681300		HGNC:327	AGPS
ENSG00000110492	ENST00000405308	ENSP00000385451	HGNC:6972	MDK
ENSG00000110492	ENST00000441869	ENSP00000416241	HGNC:6972	MDK
ENSG00000110492	ENST00000490240		HGNC:6972	MDK
ENSG00000110492	ENST00000359803	ENSP00000352852	HGNC:6972	MDK
ENSG00000110492	ENST00000533952	ENSP00000432649	HGNC:6972	MDK
ENSG00000110492	ENST00000395569	ENSP00000378936	HGNC:6972	MDK
ENSG00000110492	ENST00000395566	ENSP00000378933	HGNC:6972	MDK
ENSG00000110492	ENST00000533283		HGNC:6972	MDK
ENSG00000110492	ENST00000481047		HGNC:6972	MDK
ENSG00000110492	ENST00000395565	ENSP00000378932	HGNC:6972	MDK
ENSG00000110492	ENST00000489525	ENSP00000433240	HGNC:6972	MDK
ENSG00000110492	ENST00000407067	ENSP00000384034	HGNC:6972	MDK
ENSG00000183632	ENST00000565622	ENSP00000455448	HGNC:30759	TP53TG3
ENSG00000183632	ENST00000398682	ENSP00000381672	HGNC:30759	TP53TG3
ENSG00000183632	ENST00000563102	ENSP00000459299	HGNC:30759	TP53TG3
ENSG00000183632	ENST00000569420	ENSP00000457452	HGNC:30759	TP53TG3
ENSG00000183632	ENST00000563658		HGNC:30759	TP53TG3
ENSG00000183632	ENST00000568854		HGNC:30759	TP53TG3
ENSG00000183632	ENST00000562021		HGNC:30759	TP53TG3
ENSG00000183632	ENST00000564154		HGNC:30759	TP53TG3
ENSG00000242590	ENST00000418300			
ENSG00000256407	ENST00000637610	ENSP00000490901		
ENSG00000256407	ENST00000525949			
ENSG00000256407	ENST00000311841	ENSP00000457656		
ENSG00000280425	ENST00000623663			
ENSG00000284484	ENST00000640173	ENSP00000491197	HGNC:55919	CPHXL2
ENSG00000116221	ENST00000487096		HGNC:14034	MRPL37
ENSG00000116221	ENST00000336230	ENSP00000338526	HGNC:14034	MRPL37
ENSG00000116221	ENST00000360840	ENSP00000354086	HGNC:14034	MRPL37
ENSG00000116221	ENST00000605337	ENSP00000473980	HGNC:14034	MRPL37
ENSG00000116221	ENST00000490670		HGNC:14034	MRPL37
ENSG00000116221	ENST00000398219	ENSP00000392216	HGNC:14034	MRPL37
ENSG00000125170	ENST00000566936	ENSP00000455566	HGNC:19868	DOK4
ENSG00000125170	ENST00000340099	ENSP00000344277	HGNC:19868	DOK4
ENSG00000125170	ENST00000569548	ENSP00000455128	HGNC:19868	DOK4
ENSG00000125170	ENST00000569010	ENSP00000457971	HGNC:19868	DOK4
ENSG00000125170	ENST00000561659	ENSP00000456864	HGNC:19868	DOK4
ENSG00000125170	ENST00000561918		HGNC:19868	DOK4
ENSG00000125170	ENST00000569250	ENSP00000456590	HGNC:19868	DOK4
ENSG00000125170	ENST00000564378	ENSP00000458037	HGNC:19868	DOK4
ENSG00000125170	ENST00000562737	ENSP00000457621	HGNC:19868	DOK4
ENSG00000125170	ENST00000568617	ENSP00000457192	HGNC:19868	DOK4
ENSG00000125170	ENST00000567276	ENSP00000457730	HGNC:19868	DOK4
ENSG00000125170	ENST00000566588	ENSP00000457670	HGNC:19868	DOK4
ENSG00000125170	ENST00000567214	ENSP00000457212	HGNC:19868	DOK4
ENSG00000125170	ENST00000569538	ENSP00000456739	HGNC:19868	DOK4
ENSG00000125170	ENST00000563483		HGNC:19868	DOK4
ENSG00000125170	ENST00000566705	ENSP00000454738	HGNC:19868	DOK4
ENSG00000125170	ENST00000562008	ENSP00000457188	HGNC:19868	DOK4
ENSG00000125170	ENST00000567175	ENSP00000455528	HGNC:19868	DOK4
ENSG00000251835	ENST00000516026		HGNC:46931	RNU6ATAC32P
ENSG00000270980	ENST00000603811			
ENSG00000278617	ENST00000615081		HGNC:50105	MIR8074
ENSG00000129455	ENST00000391806	ENSP00000375682	HGNC:6369	KLK8
ENSG00000129455	ENST00000695909	ENSP00000512260	HGNC:6369	KLK8
ENSG00000129455	ENST00000291726	ENSP00000291726	HGNC:6369	KLK8
ENSG00000129455	ENST00000320838	ENSP00000325072	HGNC:6369	KLK8
ENSG00000129455	ENST00000600767	ENSP00000472016	HGNC:6369	KLK8
ENSG00000129455	ENST00000594914		HGNC:6369	KLK8
ENSG00000129455	ENST00000347619	ENSP00000341555	HGNC:6369	KLK8
ENSG00000129455	ENST00000593490	ENSP00000469278	HGNC:6369	KLK8
ENSG00000129455	ENST00000598195		HGNC:6369	KLK8
ENSG00000129455	ENST00000594669	ENSP00000473067	HGNC:6369	KLK8
ENSG00000129455	ENST00000595238	ENSP00000472273	HGNC:6369	KLK8
ENSG00000129455	ENST00000599710		HGNC:6369	KLK8
ENSG00000198711	ENST00000361350		HGNC:32328	SSBP3-AS1
ENSG00000232245	ENST00000447150			
ENSG00000287582	ENST00000664270			
ENSG00000235741	ENST00000433377		HGNC:54304	LINC02784
ENSG00000237173	ENST00000444140			
ENSG00000227453	ENST00000427917		HGNC:48793	HNRNPA1P63
ENSG00000117601	ENST00000367698	ENSP00000356671	HGNC:775	SERPINC1
ENSG00000117601	ENST00000487183		HGNC:775	SERPINC1
ENSG00000117601	ENST00000494024		HGNC:775	SERPINC1
ENSG00000130598	ENST00000381911	ENSP00000371336	HGNC:11946	TNNI2
ENSG00000130598	ENST00000381906	ENSP00000371331	HGNC:11946	TNNI2
ENSG00000130598	ENST00000252898	ENSP00000252898	HGNC:11946	TNNI2
ENSG00000130598	ENST00000381905	ENSP00000371330	HGNC:11946	TNNI2
ENSG00000130598	ENST00000468473		HGNC:11946	TNNI2
ENSG00000199994	ENST00000363124		HGNC:43045	RNA5SP145
ENSG00000174946	ENST00000309180	ENSP00000308479	HGNC:30057	GPR171
ENSG00000174946	ENST00000617554	ENSP00000482588	HGNC:30057	GPR171
ENSG00000174946	ENST00000480322	ENSP00000420109	HGNC:30057	GPR171
ENSG00000232964	ENST00000412647		HGNC:52525	LINC01737
ENSG00000174944	ENST00000309170	ENSP00000308361	HGNC:16442	P2RY14
ENSG00000174944	ENST00000424796	ENSP00000408733	HGNC:16442	P2RY14
ENSG00000174944	ENST00000494668	ENSP00000418065	HGNC:16442	P2RY14
ENSG00000235817	ENST00000444423			
ENSG00000135775	ENST00000366669	ENSP00000355629	HGNC:6546	COG2
ENSG00000135775	ENST00000494371		HGNC:6546	COG2
ENSG00000135775	ENST00000468893	ENSP00000476305	HGNC:6546	COG2
ENSG00000135775	ENST00000473671		HGNC:6546	COG2
ENSG00000135775	ENST00000366668	ENSP00000355628	HGNC:6546	COG2
ENSG00000135775	ENST00000534989	ENSP00000440349	HGNC:6546	COG2
ENSG00000135775	ENST00000482012		HGNC:6546	COG2
ENSG00000135775	ENST00000490900		HGNC:6546	COG2
ENSG00000135775	ENST00000478710		HGNC:6546	COG2
ENSG00000239570	ENST00000473027		HGNC:42930	SETP11
ENSG00000139547	ENST00000398138	ENSP00000381206	HGNC:29674	RDH16
ENSG00000139547	ENST00000360752		HGNC:29674	RDH16
ENSG00000286273	ENST00000666451			
ENSG00000138271	ENST00000629077		HGNC:4538	GPR87
ENSG00000138271	ENST00000260843	ENSP00000260843	HGNC:4538	GPR87
ENSG00000135392	ENST00000678005	ENSP00000504134	HGNC:24581	DNAJC14
ENSG00000135392	ENST00000357606	ENSP00000350223	HGNC:24581	DNAJC14
ENSG00000135392	ENST00000546957	ENSP00000448876	HGNC:24581	DNAJC14
ENSG00000135392	ENST00000547445	ENSP00000450196	HGNC:24581	DNAJC14
ENSG00000135392	ENST00000317287	ENSP00000317500	HGNC:24581	DNAJC14
ENSG00000181631	ENST00000325602	ENSP00000320376	HGNC:4537	P2RY13
ENSG00000142186	ENST00000525364	ENSP00000431635	HGNC:14372	SCYL1
ENSG00000142186	ENST00000270176	ENSP00000270176	HGNC:14372	SCYL1
ENSG00000142186	ENST00000420247	ENSP00000408192	HGNC:14372	SCYL1
ENSG00000142186	ENST00000533862	ENSP00000437254	HGNC:14372	SCYL1
ENSG00000142186	ENST00000524944	ENSP00000432175	HGNC:14372	SCYL1
ENSG00000142186	ENST00000527009	ENSP00000436993	HGNC:14372	SCYL1
ENSG00000142186	ENST00000529178		HGNC:14372	SCYL1
ENSG00000142186	ENST00000531601	ENSP00000431664	HGNC:14372	SCYL1
ENSG00000142186	ENST00000524897		HGNC:14372	SCYL1
ENSG00000142186	ENST00000526454		HGNC:14372	SCYL1
ENSG00000142186	ENST00000529981		HGNC:14372	SCYL1
ENSG00000142186	ENST00000528545	ENSP00000433604	HGNC:14372	SCYL1
ENSG00000142186	ENST00000534462		HGNC:14372	SCYL1
ENSG00000142186	ENST00000532290		HGNC:14372	SCYL1
ENSG00000169313	ENST00000302632	ENSP00000307259	HGNC:18124	P2RY12
ENSG00000169313	ENST00000468596		HGNC:18124	P2RY12
ENSG00000242810	ENST00000486397		HGNC:44533	MRPL42P6
ENSG00000242119	ENST00000491120			
ENSG00000264330	ENST00000577504		HGNC:43459	MIR5186
ENSG00000152580	ENST00000489791	ENSP00000417627	HGNC:26384	IGSF10
ENSG00000152580	ENST00000497472		HGNC:26384	IGSF10
ENSG00000152580	ENST00000282466	ENSP00000282466	HGNC:26384	IGSF10
ENSG00000152580	ENST00000493841		HGNC:26384	IGSF10
ENSG00000152580	ENST00000495443		HGNC:26384	IGSF10
ENSG00000175221	ENST00000395808	ENSP00000379153	HGNC:17556	MED16
ENSG00000175221	ENST00000312090	ENSP00000308528	HGNC:17556	MED16
ENSG00000175221	ENST00000621073	ENSP00000478286	HGNC:17556	MED16
ENSG00000175221	ENST00000607471	ENSP00000475725	HGNC:17556	MED16
ENSG00000175221	ENST00000325464	ENSP00000325612	HGNC:17556	MED16
ENSG00000175221	ENST00000606248	ENSP00000475528	HGNC:17556	MED16
ENSG00000175221	ENST00000586017	ENSP00000465762	HGNC:17556	MED16
ENSG00000175221	ENST00000592943	ENSP00000466868	HGNC:17556	MED16
ENSG00000175221	ENST00000606828	ENSP00000480766	HGNC:17556	MED16
ENSG00000175221	ENST00000592373	ENSP00000465823	HGNC:17556	MED16
ENSG00000175221	ENST00000586342	ENSP00000465827	HGNC:17556	MED16
ENSG00000075089	ENST00000551652	ENSP00000448508	HGNC:24025	ACTR6
ENSG00000075089	ENST00000553038	ENSP00000447641	HGNC:24025	ACTR6
ENSG00000075089	ENST00000188312	ENSP00000188312	HGNC:24025	ACTR6
ENSG00000075089	ENST00000551517		HGNC:24025	ACTR6
ENSG00000075089	ENST00000546902	ENSP00000448669	HGNC:24025	ACTR6
ENSG00000075089	ENST00000550813		HGNC:24025	ACTR6
ENSG00000075089	ENST00000549977		HGNC:24025	ACTR6
ENSG00000075089	ENST00000547458	ENSP00000447565	HGNC:24025	ACTR6
ENSG00000075089	ENST00000548180	ENSP00000450330	HGNC:24025	ACTR6
ENSG00000075089	ENST00000551440		HGNC:24025	ACTR6
ENSG00000075089	ENST00000552064	ENSP00000448447	HGNC:24025	ACTR6
ENSG00000075089	ENST00000552376	ENSP00000447237	HGNC:24025	ACTR6
ENSG00000075089	ENST00000551617	ENSP00000448356	HGNC:24025	ACTR6
ENSG00000160799	ENST00000425441	ENSP00000416263	HGNC:28332	CCDC12
ENSG00000160799	ENST00000683445	ENSP00000508011	HGNC:28332	CCDC12
ENSG00000160799	ENST00000292314	ENSP00000292314	HGNC:28332	CCDC12
ENSG00000160799	ENST00000604367		HGNC:28332	CCDC12
ENSG00000160799	ENST00000605358		HGNC:28332	CCDC12
ENSG00000160799	ENST00000488069		HGNC:28332	CCDC12
ENSG00000160799	ENST00000603885		HGNC:28332	CCDC12
ENSG00000160799	ENST00000446836	ENSP00000387490	HGNC:28332	CCDC12
ENSG00000160799	ENST00000494655		HGNC:28332	CCDC12
ENSG00000160799	ENST00000604164		HGNC:28332	CCDC12
ENSG00000160799	ENST00000604181		HGNC:28332	CCDC12
ENSG00000160799	ENST00000605875	ENSP00000473887	HGNC:28332	CCDC12
ENSG00000160799	ENST00000460035		HGNC:28332	CCDC12
ENSG00000160799	ENST00000492819		HGNC:28332	CCDC12
ENSG00000206732	ENST00000384005		HGNC:47899	RNU6-936P
ENSG00000138092	ENST00000473476		HGNC:28152	CENPO
ENSG00000138092	ENST00000473706	ENSP00000417787	HGNC:28152	CENPO
ENSG00000138092	ENST00000491031		HGNC:28152	CENPO
ENSG00000138092	ENST00000380834	ENSP00000370214	HGNC:28152	CENPO
ENSG00000138092	ENST00000486527		HGNC:28152	CENPO
ENSG00000138092	ENST00000260662	ENSP00000260662	HGNC:28152	CENPO
ENSG00000138092	ENST00000498362		HGNC:28152	CENPO
ENSG00000138092	ENST00000464156		HGNC:28152	CENPO
ENSG00000138092	ENST00000395845		HGNC:28152	CENPO
ENSG00000234719	ENST00000673243	ENSP00000500799	HGNC:37451	NPIPB2
ENSG00000234719	ENST00000399147	ENSP00000382101	HGNC:37451	NPIPB2
ENSG00000234719	ENST00000547494	ENSP00000448752	HGNC:37451	NPIPB2
ENSG00000234719	ENST00000698171	ENSP00000513593	HGNC:37451	NPIPB2
ENSG00000234719	ENST00000540412		HGNC:37451	NPIPB2
ENSG00000234719	ENST00000356023		HGNC:37451	NPIPB2
ENSG00000234719	ENST00000538896	ENSP00000442069	HGNC:37451	NPIPB2
ENSG00000234719	ENST00000532936		HGNC:37451	NPIPB2
ENSG00000226659	ENST00000417559		HGNC:55833	TSPAN14-AS1
ENSG00000178217	ENST00000339284	ENSP00000345295	HGNC:31440	SH2D4B
ENSG00000178217	ENST00000646907	ENSP00000494732	HGNC:31440	SH2D4B
ENSG00000178217	ENST00000313455	ENSP00000314242	HGNC:31440	SH2D4B
ENSG00000178217	ENST00000372150		HGNC:31440	SH2D4B
ENSG00000178217	ENST00000481537		HGNC:31440	SH2D4B
ENSG00000173769	ENST00000309765	ENSP00000310303	HGNC:24746	TOPAZ1
ENSG00000244137	ENST00000412344			
ENSG00000244137	ENST00000452640			
ENSG00000244137	ENST00000428480			
ENSG00000276314	ENST00000459433		HGNC:32771	SNORD107
ENSG00000271936	ENST00000606114			
ENSG00000279192	ENST00000624480		HGNC:30090	PWAR5
ENSG00000276610	ENST00000386683		HGNC:32725	SNORD64
ENSG00000239014	ENST00000459332		HGNC:32772	SNORD108
ENSG00000257647	ENST00000546615			
ENSG00000260772	ENST00000561622			
ENSG00000115137	ENST00000534855	ENSP00000440086	HGNC:30290	DNAJC27
ENSG00000115137	ENST00000264711	ENSP00000264711	HGNC:30290	DNAJC27
ENSG00000115137	ENST00000380809	ENSP00000370187	HGNC:30290	DNAJC27
ENSG00000115137	ENST00000494239		HGNC:30290	DNAJC27
ENSG00000115137	ENST00000468467		HGNC:30290	DNAJC27
ENSG00000115137	ENST00000468750		HGNC:30290	DNAJC27
ENSG00000115137	ENST00000492985		HGNC:30290	DNAJC27
ENSG00000274640	ENST00000459128		HGNC:32773	SNORD109A
ENSG00000231082	ENST00000436500		HGNC:54141	LINC02655
ENSG00000207063	ENST00000384335		HGNC:33067	SNORD116-1
ENSG00000207001	ENST00000384274		HGNC:33068	SNORD116-2
ENSG00000135773	ENST00000366666	ENSP00000355626	HGNC:1486	CAPN9
ENSG00000135773	ENST00000271971	ENSP00000271971	HGNC:1486	CAPN9
ENSG00000135773	ENST00000354537	ENSP00000346538	HGNC:1486	CAPN9
ENSG00000135773	ENST00000480004		HGNC:1486	CAPN9
ENSG00000233353	ENST00000414704		HGNC:36998	RPS7P9
ENSG00000207014	ENST00000384287		HGNC:33069	SNORD116-3
ENSG00000181019	ENST00000561500	ENSP00000456282	HGNC:2874	NQO1
ENSG00000181019	ENST00000320623	ENSP00000319788	HGNC:2874	NQO1
ENSG00000181019	ENST00000379047	ENSP00000368335	HGNC:2874	NQO1
ENSG00000181019	ENST00000379046	ENSP00000368334	HGNC:2874	NQO1
ENSG00000181019	ENST00000439109	ENSP00000398330	HGNC:2874	NQO1
ENSG00000181019	ENST00000564043	ENSP00000455020	HGNC:2874	NQO1
ENSG00000181019	ENST00000569118		HGNC:2874	NQO1
ENSG00000287277	ENST00000665216			
ENSG00000287277	ENST00000666057			
ENSG00000287277	ENST00000715179			
ENSG00000287277	ENST00000669799			
ENSG00000287277	ENST00000664549			
ENSG00000287277	ENST00000654694			
ENSG00000287277	ENST00000652889			
ENSG00000287277	ENST00000668294			
ENSG00000287277	ENST00000457632			
ENSG00000287277	ENST00000654037			
ENSG00000287277	ENST00000668409			
ENSG00000287277	ENST00000666104			
ENSG00000275529	ENST00000384733		HGNC:33070	SNORD116-4
ENSG00000207191	ENST00000384462		HGNC:33071	SNORD116-5
ENSG00000207442	ENST00000384711		HGNC:33072	SNORD116-6
ENSG00000207133	ENST00000384404		HGNC:33073	SNORD116-7
ENSG00000207093	ENST00000384365		HGNC:33074	SNORD116-8
ENSG00000206727	ENST00000384000		HGNC:33075	SNORD116-9
ENSG00000200661	ENST00000363791		HGNC:33076	SNORD116-10
ENSG00000206609	ENST00000383882		HGNC:33077	SNORD116-11
ENSG00000207197	ENST00000384468		HGNC:33078	SNORD116-12
ENSG00000207137	ENST00000384408		HGNC:33079	SNORD116-13
ENSG00000206621	ENST00000383894		HGNC:33080	SNORD116-14
ENSG00000207174	ENST00000384445		HGNC:33081	SNORD116-15
ENSG00000271937	ENST00000607510			
ENSG00000207263	ENST00000384533		HGNC:33082	SNORD116-16
ENSG00000206656	ENST00000383929		HGNC:33083	SNORD116-17
ENSG00000206688	ENST00000383961		HGNC:33084	SNORD116-18
ENSG00000207460	ENST00000384729		HGNC:33085	SNORD116-19
ENSG00000179152	ENST00000383746	ENSP00000373252	HGNC:25241	TCAIM
ENSG00000179152	ENST00000417237	ENSP00000402581	HGNC:25241	TCAIM
ENSG00000179152	ENST00000494638		HGNC:25241	TCAIM
ENSG00000179152	ENST00000396078	ENSP00000379388	HGNC:25241	TCAIM
ENSG00000179152	ENST00000462230		HGNC:25241	TCAIM
ENSG00000179152	ENST00000412611	ENSP00000392032	HGNC:25241	TCAIM
ENSG00000179152	ENST00000444602	ENSP00000489162	HGNC:25241	TCAIM
