Gene stable ID	Transcript stable ID	Protein stable ID
ENSMUSG00000005505	ENSMUST00000140945	
ENSMUSG00000005505	ENSMUST00000155372	
ENSMUSG00000045288	ENSMUST00000103037	ENSMUSP00000099326
ENSMUSG00000018862	ENSMUST00000106543	ENSMUSP00000102153
ENSMUSG00000018862	ENSMUST00000019006	ENSMUSP00000019006
ENSMUSG00000106869	ENSMUST00000201056	
ENSMUSG00000107263	ENSMUST00000201457	
ENSMUSG00000120953	ENSMUST00000246923	
ENSMUSG00000120953	ENSMUST00000246640	
ENSMUSG00000063235	ENSMUST00000125001	ENSMUSP00000159389
ENSMUSG00000063235	ENSMUST00000111461	ENSMUSP00000159390
ENSMUSG00000063235	ENSMUST00000155621	
ENSMUSG00000063235	ENSMUST00000150556	
ENSMUSG00000085376	ENSMUST00000127049	
ENSMUSG00000029513	ENSMUST00000031486	ENSMUSP00000031486
ENSMUSG00000029513	ENSMUST00000111999	ENSMUSP00000107630
ENSMUSG00000029513	ENSMUST00000143146	
ENSMUSG00000029513	ENSMUST00000143524	
ENSMUSG00000029513	ENSMUST00000133098	ENSMUSP00000138749
ENSMUSG00000029513	ENSMUST00000148208	ENSMUSP00000138221
ENSMUSG00000029513	ENSMUST00000147343	
ENSMUSG00000029513	ENSMUST00000141018	
ENSMUSG00000029513	ENSMUST00000152174	
ENSMUSG00000005506	ENSMUST00000150546	
ENSMUSG00000005506	ENSMUST00000005643	ENSMUSP00000005643
ENSMUSG00000005506	ENSMUST00000111451	ENSMUSP00000107078
ENSMUSG00000005506	ENSMUST00000177642	ENSMUSP00000136109
ENSMUSG00000005506	ENSMUST00000068726	ENSMUSP00000064323
ENSMUSG00000005506	ENSMUST00000127580	
ENSMUSG00000005506	ENSMUST00000154442	
ENSMUSG00000005506	ENSMUST00000068747	ENSMUSP00000070438
ENSMUSG00000005506	ENSMUST00000133657	
ENSMUSG00000005506	ENSMUST00000111452	ENSMUSP00000107079
ENSMUSG00000005506	ENSMUST00000111455	ENSMUSP00000107082
ENSMUSG00000005506	ENSMUST00000111448	ENSMUSP00000107075
ENSMUSG00000005506	ENSMUST00000111449	ENSMUSP00000107076
ENSMUSG00000005506	ENSMUST00000127385	
ENSMUSG00000034586	ENSMUST00000044152	ENSMUSP00000043789
ENSMUSG00000034586	ENSMUST00000106542	ENSMUSP00000102152
ENSMUSG00000034586	ENSMUST00000146256	
ENSMUSG00000034586	ENSMUST00000153447	
ENSMUSG00000034586	ENSMUST00000123428	ENSMUSP00000121914
ENSMUSG00000034586	ENSMUST00000145316	
ENSMUSG00000034586	ENSMUST00000130073	
ENSMUSG00000034586	ENSMUST00000152977	
ENSMUSG00000102964	ENSMUST00000193532	
ENSMUSG00000050565	ENSMUST00000111757	ENSMUSP00000107387
ENSMUSG00000050565	ENSMUST00000111754	ENSMUSP00000107383
ENSMUSG00000050565	ENSMUST00000133152	ENSMUSP00000118611
ENSMUSG00000050565	ENSMUST00000128941	ENSMUSP00000135107
ENSMUSG00000050565	ENSMUST00000131359	
ENSMUSG00000050565	ENSMUST00000060404	ENSMUSP00000050817
ENSMUSG00000050565	ENSMUST00000065648	ENSMUSP00000067353
ENSMUSG00000050565	ENSMUST00000097526	ENSMUSP00000095133
ENSMUSG00000050565	ENSMUST00000125371	
ENSMUSG00000051527	ENSMUST00000208195	
ENSMUSG00000051527	ENSMUST00000200535	ENSMUSP00000143769
ENSMUSG00000051527	ENSMUST00000197117	ENSMUSP00000143283
ENSMUSG00000051527	ENSMUST00000208662	
ENSMUSG00000051527	ENSMUST00000207899	
ENSMUSG00000051527	ENSMUST00000208952	
ENSMUSG00000051527	ENSMUST00000208642	
ENSMUSG00000051527	ENSMUST00000198068	ENSMUSP00000143267
ENSMUSG00000051527	ENSMUST00000054055	ENSMUSP00000062349
ENSMUSG00000084992	ENSMUST00000156331	
ENSMUSG00000084992	ENSMUST00000144932	
ENSMUSG00000079278	ENSMUST00000111997	ENSMUSP00000107628
ENSMUSG00002075352	ENSMUST00020183088	
ENSMUSG00000109131	ENSMUST00000207981	
ENSMUSG00000109416	ENSMUST00000207613	
ENSMUSG00000092815	ENSMUST00000175074	
ENSMUSG00000109430	ENSMUST00000207150	
ENSMUSG00000086655	ENSMUST00000127792	
ENSMUSG00000109456	ENSMUST00000208395	
ENSMUSG00000092875	ENSMUST00000175134	
ENSMUSG00000109082	ENSMUST00000207166	
ENSMUSG00000106978	ENSMUST00000202673	
ENSMUSG00000106978	ENSMUST00000201547	
ENSMUSG00000106978	ENSMUST00000202069	
ENSMUSG00000109094	ENSMUST00000207399	
ENSMUSG00000109176	ENSMUST00000208656	
ENSMUSG00000121210	ENSMUST00000247458	
ENSMUSG00000121047	ENSMUST00000246980	
ENSMUSG00000120054	ENSMUST00000241136	
ENSMUSG00000037795	ENSMUST00000201489	ENSMUSP00000143807
ENSMUSG00000037795	ENSMUST00000201503	
ENSMUSG00000037795	ENSMUST00000202934	
ENSMUSG00000037795	ENSMUST00000201615	ENSMUSP00000144278
ENSMUSG00000037795	ENSMUST00000087264	ENSMUSP00000084519
ENSMUSG00000037795	ENSMUST00000202817	
ENSMUSG00000037795	ENSMUST00000200843	
ENSMUSG00000037795	ENSMUST00000202411	
ENSMUSG00000037795	ENSMUST00000201044	
ENSMUSG00000009248	ENSMUST00000009392	ENSMUSP00000009392
ENSMUSG00000009248	ENSMUST00000121862	ENSMUSP00000113012
ENSMUSG00000121909	ENSMUST00000249854	ENSMUSP00000159950
ENSMUSG00000121718	ENSMUST00000181035	
ENSMUSG00000037408	ENSMUST00000153128	ENSMUSP00000121317
ENSMUSG00000037408	ENSMUST00000192530	
ENSMUSG00000052281	ENSMUST00000165444	
ENSMUSG00000052281	ENSMUST00000131740	
ENSMUSG00000000244	ENSMUST00000009396	ENSMUSP00000009396
ENSMUSG00000000244	ENSMUST00000141186	
ENSMUSG00000000244	ENSMUST00000207211	ENSMUSP00000146865
ENSMUSG00000000244	ENSMUST00000075172	ENSMUSP00000074667
ENSMUSG00000000244	ENSMUST00000145212	ENSMUSP00000116212
ENSMUSG00000000244	ENSMUST00000105923	ENSMUSP00000101543
ENSMUSG00000000244	ENSMUST00000082008	ENSMUSP00000080668
ENSMUSG00000000244	ENSMUST00000207449	
ENSMUSG00000000244	ENSMUST00000105924	ENSMUSP00000101544
ENSMUSG00000000244	ENSMUST00000105925	ENSMUSP00000101545
ENSMUSG00000000244	ENSMUST00000143512	ENSMUSP00000115344
ENSMUSG00000000244	ENSMUST00000154264	
ENSMUSG00000104316	ENSMUST00000193157	
ENSMUSG00002075980	ENSMUST00020181722	
ENSMUSG00000001138	ENSMUST00000001166	ENSMUSP00000001166
ENSMUSG00000001138	ENSMUST00000097776	ENSMUSP00000095383
ENSMUSG00000001138	ENSMUST00000154225	
ENSMUSG00000001138	ENSMUST00000195264	
ENSMUSG00000001138	ENSMUST00000135100	
ENSMUSG00002076604	ENSMUST00020183402	
ENSMUSG00000106682	ENSMUST00000200774	
ENSMUSG00000106713	ENSMUST00000201573	
ENSMUSG00000106776	ENSMUST00000202233	
ENSMUSG00000106681	ENSMUST00000201872	
ENSMUSG00000029204	ENSMUST00000031106	ENSMUSP00000031106
ENSMUSG00000029204	ENSMUST00000201533	ENSMUSP00000143810
ENSMUSG00000029204	ENSMUST00000202591	
ENSMUSG00000029204	ENSMUST00000202471	
ENSMUSG00000050910	ENSMUST00000053288	ENSMUSP00000052096
ENSMUSG00000120171	ENSMUST00000241731	
ENSMUSG00000120171	ENSMUST00000245749	
ENSMUSG00000120641	ENSMUST00000244790	
ENSMUSG00000107254	ENSMUST00000201871	
ENSMUSG00000120547	ENSMUST00000244105	
ENSMUSG00000085072	ENSMUST00000125653	
ENSMUSG00000029205	ENSMUST00000202957	ENSMUSP00000144147
ENSMUSG00000029205	ENSMUST00000201814	ENSMUSP00000144364
ENSMUSG00000029205	ENSMUST00000200881	
ENSMUSG00000029205	ENSMUST00000202735	
ENSMUSG00000029205	ENSMUST00000202234	
ENSMUSG00000029205	ENSMUST00000031108	ENSMUSP00000031108
ENSMUSG00000029205	ENSMUST00000201664	
ENSMUSG00000020732	ENSMUST00000131046	
ENSMUSG00000020732	ENSMUST00000067754	ENSMUSP00000065016
ENSMUSG00000020732	ENSMUST00000021076	ENSMUSP00000021076
ENSMUSG00000020732	ENSMUST00000156383	
ENSMUSG00000102845	ENSMUST00000192037	
ENSMUSG00000067653	ENSMUST00000193083	ENSMUSP00000141394
ENSMUSG00000067653	ENSMUST00000054665	ENSMUSP00000061168
ENSMUSG00000067653	ENSMUST00000194853	ENSMUSP00000141541
ENSMUSG00000067653	ENSMUST00000193991	
ENSMUSG00000106768	ENSMUST00000200913	
ENSMUSG00000107049	ENSMUST00000202931	
ENSMUSG00000054598	ENSMUST00000201562	
ENSMUSG00000054598	ENSMUST00000201351	
ENSMUSG00000054598	ENSMUST00000202278	
ENSMUSG00000054598	ENSMUST00000202773	
ENSMUSG00000054598	ENSMUST00000201386	
ENSMUSG00000054598	ENSMUST00000201302	
ENSMUSG00002076702	ENSMUST00020182329	
ENSMUSG00000029607	ENSMUST00000079624	ENSMUSP00000078571
ENSMUSG00000029607	ENSMUST00000110717	ENSMUSP00000106345
ENSMUSG00000029607	ENSMUST00000110718	ENSMUSP00000106346
ENSMUSG00000109510	ENSMUST00000191849	ENSMUSP00000142202
ENSMUSG00000109510	ENSMUST00000207088	ENSMUSP00000146551
ENSMUSG00000079610	ENSMUST00000207843	ENSMUSP00000147091
ENSMUSG00000079610	ENSMUST00000001172	ENSMUSP00000001172
ENSMUSG00000079610	ENSMUST00000194894	ENSMUSP00000141712
ENSMUSG00000079610	ENSMUST00000207922	
ENSMUSG00000079610	ENSMUST00000208690	
ENSMUSG00000079610	ENSMUST00000208269	
ENSMUSG00000020871	ENSMUST00000021241	ENSMUSP00000021241
ENSMUSG00000020871	ENSMUST00000146838	
ENSMUSG00000029610	ENSMUST00000031613	ENSMUSP00000031613
ENSMUSG00000029610	ENSMUST00000100483	ENSMUSP00000098052
ENSMUSG00000029610	ENSMUST00000128440	
ENSMUSG00000029610	ENSMUST00000149473	
ENSMUSG00000083465	ENSMUST00000117842	
ENSMUSG00000081270	ENSMUST00000119992	
ENSMUSG00000019590	ENSMUST00000019734	ENSMUSP00000019734
ENSMUSG00000019590	ENSMUST00000183493	ENSMUSP00000139125
ENSMUSG00000019590	ENSMUST00000184086	ENSMUSP00000138931
ENSMUSG00000019590	ENSMUST00000146607	
ENSMUSG00000019590	ENSMUST00000143251	ENSMUSP00000121990
ENSMUSG00000019590	ENSMUST00000184269	ENSMUSP00000138889
ENSMUSG00000019590	ENSMUST00000150563	ENSMUSP00000138838
ENSMUSG00000026121	ENSMUST00000191677	ENSMUSP00000141263
ENSMUSG00000026121	ENSMUST00000191642	ENSMUSP00000142284
ENSMUSG00000026121	ENSMUST00000195620	ENSMUSP00000141527
ENSMUSG00000026121	ENSMUST00000114991	ENSMUSP00000110643
ENSMUSG00000026121	ENSMUST00000191785	
ENSMUSG00000026121	ENSMUST00000195160	
ENSMUSG00000026121	ENSMUST00000193382	ENSMUSP00000142034
ENSMUSG00000026121	ENSMUST00000195339	ENSMUSP00000141833
ENSMUSG00000079109	ENSMUST00000141942	
ENSMUSG00000079109	ENSMUST00000148011	ENSMUSP00000119875
ENSMUSG00000079109	ENSMUST00000170083	
ENSMUSG00000079109	ENSMUST00000110710	
ENSMUSG00000079109	ENSMUST00000110707	
ENSMUSG00000079109	ENSMUST00000147910	
ENSMUSG00000079109	ENSMUST00000168085	
ENSMUSG00000079109	ENSMUST00000154781	
ENSMUSG00000079109	ENSMUST00000126331	
ENSMUSG00000079109	ENSMUST00000110709	ENSMUSP00000106337
ENSMUSG00000079109	ENSMUST00000128153	
ENSMUSG00000079109	ENSMUST00000128207	
ENSMUSG00000079109	ENSMUST00000164999	ENSMUSP00000133062
ENSMUSG00000059277	ENSMUST00000133630	
ENSMUSG00000059277	ENSMUST00000155952	
ENSMUSG00000059277	ENSMUST00000131129	
ENSMUSG00000059277	ENSMUST00000247295	
ENSMUSG00000037706	ENSMUST00000037941	ENSMUSP00000043768
ENSMUSG00000037706	ENSMUST00000128762	
ENSMUSG00000037706	ENSMUST00000207448	ENSMUSP00000146533
ENSMUSG00000037706	ENSMUST00000141954	ENSMUSP00000147255
ENSMUSG00000037706	ENSMUST00000208278	
ENSMUSG00000037706	ENSMUST00000132303	
ENSMUSG00000103469	ENSMUST00000195385	
ENSMUSG00000085297	ENSMUST00000152925	
ENSMUSG00000085297	ENSMUST00000130673	
ENSMUSG00000020681	ENSMUST00000001963	ENSMUSP00000001963
ENSMUSG00000020681	ENSMUST00000132280	ENSMUSP00000119826
ENSMUSG00000020681	ENSMUST00000001964	ENSMUSP00000001964
ENSMUSG00000020681	ENSMUST00000151657	
ENSMUSG00000082108	ENSMUST00000118208	
ENSMUSG00000002104	ENSMUST00000111445	ENSMUSP00000107072
ENSMUSG00000002104	ENSMUST00000111446	ENSMUSP00000107073
ENSMUSG00000002104	ENSMUST00000050323	ENSMUSP00000054150
ENSMUSG00000002104	ENSMUST00000128008	
ENSMUSG00000009246	ENSMUST00000148715	ENSMUSP00000121802
ENSMUSG00000009246	ENSMUST00000136602	ENSMUSP00000122685
ENSMUSG00000009246	ENSMUST00000126776	
ENSMUSG00000009246	ENSMUST00000150589	
ENSMUSG00000009246	ENSMUST00000009390	ENSMUSP00000009390
ENSMUSG00000009246	ENSMUST00000146075	
ENSMUSG00000009246	ENSMUST00000150867	ENSMUSP00000114302
ENSMUSG00000009246	ENSMUST00000133027	
ENSMUSG00000068264	ENSMUST00000143546	
ENSMUSG00000068264	ENSMUST00000153097	ENSMUSP00000121488
ENSMUSG00000068264	ENSMUST00000134086	
ENSMUSG00000068264	ENSMUST00000153901	
ENSMUSG00000068264	ENSMUST00000110210	ENSMUSP00000105839
ENSMUSG00000068264	ENSMUST00000089506	ENSMUSP00000086933
ENSMUSG00000068264	ENSMUST00000110208	ENSMUSP00000105837
ENSMUSG00000068264	ENSMUST00000110206	ENSMUSP00000105835
ENSMUSG00000087589	ENSMUST00000194426	
ENSMUSG00000087589	ENSMUST00000149224	
ENSMUSG00000046337	ENSMUST00000170295	ENSMUSP00000132846
ENSMUSG00000046337	ENSMUST00000193548	
ENSMUSG00000046337	ENSMUST00000193763	
ENSMUSG00000046337	ENSMUST00000194025	ENSMUSP00000141520
ENSMUSG00000046337	ENSMUST00000249865	ENSMUSP00000159961
ENSMUSG00000046337	ENSMUST00000194839	ENSMUSP00000141644
ENSMUSG00000046337	ENSMUST00000193155	
ENSMUSG00000046337	ENSMUST00000195729	
ENSMUSG00000046337	ENSMUST00000249866	ENSMUSP00000159962
ENSMUSG00000046337	ENSMUST00000114981	ENSMUSP00000124023
ENSMUSG00000037523	ENSMUST00000130597	ENSMUSP00000138401
ENSMUSG00000037523	ENSMUST00000041362	ENSMUSP00000038339
ENSMUSG00000037523	ENSMUST00000110199	ENSMUSP00000105828
ENSMUSG00000037523	ENSMUST00000132694	
ENSMUSG00000101605	ENSMUST00000190995	ENSMUSP00000140827
ENSMUSG00000091351	ENSMUST00000167009	
ENSMUSG00000104633	ENSMUST00000172367	
ENSMUSG00000075569	ENSMUST00000031618	
ENSMUSG00000075569	ENSMUST00000166847	ENSMUSP00000132687
ENSMUSG00000075569	ENSMUST00000169758	ENSMUSP00000127770
ENSMUSG00000075569	ENSMUST00000212711	ENSMUSP00000148444
ENSMUSG00000075569	ENSMUST00000164604	
ENSMUSG00000001901	ENSMUST00000106903	ENSMUSP00000102516
ENSMUSG00000001901	ENSMUST00000001965	ENSMUSP00000001965
ENSMUSG00000001901	ENSMUST00000145539	ENSMUSP00000137675
ENSMUSG00000001901	ENSMUST00000140695	
ENSMUSG00000037514	ENSMUST00000131779	
ENSMUSG00000037514	ENSMUST00000150843	ENSMUSP00000119606
ENSMUSG00000037514	ENSMUST00000184105	ENSMUSP00000138992
ENSMUSG00000037514	ENSMUST00000184932	ENSMUSP00000139259
ENSMUSG00000037514	ENSMUST00000145904	ENSMUSP00000115034
ENSMUSG00000037514	ENSMUST00000138509	
ENSMUSG00000037514	ENSMUST00000183388	ENSMUSP00000139197
ENSMUSG00000037514	ENSMUST00000183349	ENSMUSP00000139203
ENSMUSG00000089906	ENSMUST00000161062	
ENSMUSG00000029617	ENSMUST00000031621	ENSMUSP00000031621
ENSMUSG00000029617	ENSMUST00000200619	
ENSMUSG00000029617	ENSMUST00000200669	
ENSMUSG00000029617	ENSMUST00000197555	
ENSMUSG00000029617	ENSMUST00000199922	
ENSMUSG00002075377	ENSMUST00020182189	
ENSMUSG00000061518	ENSMUST00000081180	ENSMUSP00000079944
ENSMUSG00000061518	ENSMUST00000193210	ENSMUSP00000141554
ENSMUSG00000061518	ENSMUST00000195151	ENSMUSP00000141224
ENSMUSG00000061518	ENSMUST00000191790	
ENSMUSG00000061518	ENSMUST00000192859	
ENSMUSG00000061518	ENSMUST00000193235	
ENSMUSG00000049354	ENSMUST00000058438	ENSMUSP00000058168
ENSMUSG00000049354	ENSMUST00000106891	
ENSMUSG00000037351	ENSMUST00000043951	ENSMUSP00000047326
ENSMUSG00000037351	ENSMUST00000159675	
ENSMUSG00000037351	ENSMUST00000162684	
ENSMUSG00000037351	ENSMUST00000159448	ENSMUSP00000124343
ENSMUSG00000037351	ENSMUST00000160084	ENSMUSP00000125472
ENSMUSG00000037351	ENSMUST00000160043	
ENSMUSG00000037351	ENSMUST00000162662	
ENSMUSG00000045752	ENSMUST00000060433	ENSMUSP00000056582
ENSMUSG00000045752	ENSMUST00000133410	ENSMUSP00000123499
ENSMUSG00000045752	ENSMUST00000207776	
ENSMUSG00000045752	ENSMUST00000105920	ENSMUSP00000101540
ENSMUSG00000045752	ENSMUST00000177841	ENSMUSP00000137399
ENSMUSG00000045752	ENSMUST00000147995	ENSMUSP00000122335
ENSMUSG00000045752	ENSMUST00000137856	ENSMUSP00000123353
ENSMUSG00000045752	ENSMUST00000208779	ENSMUSP00000146914
ENSMUSG00000119602	ENSMUST00000083029	
ENSMUSG00000029618	ENSMUST00000031622	ENSMUSP00000031622
ENSMUSG00000029618	ENSMUST00000085704	ENSMUSP00000082848
ENSMUSG00000029618	ENSMUST00000110702	ENSMUSP00000106330
ENSMUSG00000085033	ENSMUST00000135857	
ENSMUSG00000085255	ENSMUST00000140736	
ENSMUSG00000001983	ENSMUST00000002048	ENSMUSP00000002048
ENSMUSG00000105150	ENSMUST00000197465	
ENSMUSG00000038970	ENSMUST00000041804	ENSMUSP00000048238
ENSMUSG00000120843	ENSMUST00000246069	
ENSMUSG00000020700	ENSMUST00000002044	ENSMUSP00000002044
ENSMUSG00000020700	ENSMUST00000129793	
ENSMUSG00000020700	ENSMUST00000124449	
ENSMUSG00000065563	ENSMUST00000083629	
ENSMUSG00000102416	ENSMUST00000192873	ENSMUSP00000147230
ENSMUSG00000102416	ENSMUST00000208994	ENSMUSP00000146900
ENSMUSG00000102416	ENSMUST00000195374	
ENSMUSG00000102416	ENSMUST00000193459	
ENSMUSG00000048911	ENSMUST00000059372	ENSMUSP00000058630
ENSMUSG00000048911	ENSMUST00000165420	ENSMUSP00000129843
ENSMUSG00000048911	ENSMUST00000110194	ENSMUSP00000105823
ENSMUSG00000048911	ENSMUST00000183902	ENSMUSP00000139130
ENSMUSG00000048911	ENSMUST00000142982	
ENSMUSG00000098039	ENSMUST00000182470	
ENSMUSG00000009545	ENSMUST00000186488	ENSMUSP00000140673
ENSMUSG00000009545	ENSMUST00000186288	ENSMUSP00000140779
ENSMUSG00000009545	ENSMUST00000186798	ENSMUSP00000139798
ENSMUSG00000009545	ENSMUST00000009689	ENSMUSP00000009689
ENSMUSG00000009545	ENSMUST00000185383	ENSMUSP00000139548
ENSMUSG00000009545	ENSMUST00000186284	ENSMUSP00000140156
ENSMUSG00000009545	ENSMUST00000187213	ENSMUSP00000139700
ENSMUSG00000061882	ENSMUST00000249271	
ENSMUSG00000061882	ENSMUST00000094320	ENSMUSP00000091878
ENSMUSG00000061882	ENSMUST00000166983	
ENSMUSG00000061882	ENSMUST00000169898	
ENSMUSG00000061882	ENSMUST00000171881	
ENSMUSG00000061882	ENSMUST00000197673	
ENSMUSG00000104237	ENSMUST00000193853	
ENSMUSG00000026117	ENSMUST00000027291	ENSMUSP00000027291
ENSMUSG00000026117	ENSMUST00000185871	ENSMUSP00000139990
ENSMUSG00000026117	ENSMUST00000186624	
ENSMUSG00000026117	ENSMUST00000190128	
ENSMUSG00000085229	ENSMUST00000140380	
ENSMUSG00000121066	ENSMUST00000247056	
ENSMUSG00000040699	ENSMUST00000045923	ENSMUSP00000045357
ENSMUSG00000040699	ENSMUST00000138094	
ENSMUSG00000040699	ENSMUST00000064545	ENSMUSP00000067070
ENSMUSG00000040699	ENSMUST00000106875	ENSMUSP00000102488
ENSMUSG00000106261	ENSMUST00000196486	
ENSMUSG00000104818	ENSMUST00000199099	
ENSMUSG00000104818	ENSMUST00000243877	
ENSMUSG00000029408	ENSMUST00000031354	ENSMUSP00000031354
ENSMUSG00000029408	ENSMUST00000153433	
ENSMUSG00000029408	ENSMUST00000126856	ENSMUSP00000118908
ENSMUSG00000029408	ENSMUST00000141510	ENSMUSP00000122969
ENSMUSG00000029408	ENSMUST00000148392	
ENSMUSG00000029408	ENSMUST00000126970	
ENSMUSG00000075480	ENSMUST00000238639	
ENSMUSG00000075480	ENSMUST00000100326	
ENSMUSG00000069631	ENSMUST00000122989	
ENSMUSG00000069631	ENSMUST00000007444	ENSMUSP00000007444
ENSMUSG00000069631	ENSMUST00000103072	ENSMUSP00000099361
ENSMUSG00000069631	ENSMUST00000152008	ENSMUSP00000115555
ENSMUSG00000069631	ENSMUST00000106867	ENSMUSP00000102480
ENSMUSG00000086329	ENSMUST00000149576	
ENSMUSG00000097291	ENSMUST00000180475	
ENSMUSG00000082044	ENSMUST00000121967	
ENSMUSG00000054976	ENSMUST00000137862	ENSMUSP00000120767
ENSMUSG00000054976	ENSMUST00000123720	ENSMUSP00000117661
ENSMUSG00000054976	ENSMUST00000068275	
ENSMUSG00000054976	ENSMUST00000113494	ENSMUSP00000109122
ENSMUSG00000054976	ENSMUST00000123285	ENSMUSP00000122935
ENSMUSG00000074804	ENSMUST00000121103	
ENSMUSG00000027403	ENSMUST00000140947	
ENSMUSG00000027403	ENSMUST00000028888	ENSMUSP00000028888
ENSMUSG00000027403	ENSMUST00000147616	
ENSMUSG00000102980	ENSMUST00000195053	
ENSMUSG00000102333	ENSMUST00000195171	
ENSMUSG00000101062	ENSMUST00000185637	
ENSMUSG00000101609	ENSMUST00000249638	
ENSMUSG00000101609	ENSMUST00000185789	
ENSMUSG00000101609	ENSMUST00000249634	
ENSMUSG00000101609	ENSMUST00000249639	
ENSMUSG00000101609	ENSMUST00000249636	
ENSMUSG00000101609	ENSMUST00000249635	
ENSMUSG00000101609	ENSMUST00000249637	
ENSMUSG00000085433	ENSMUST00000143062	
ENSMUSG00000085433	ENSMUST00000243766	
ENSMUSG00000085433	ENSMUST00000127989	
ENSMUSG00000010311	ENSMUST00000124245	
ENSMUSG00000010311	ENSMUST00000124051	ENSMUSP00000120568
ENSMUSG00000010311	ENSMUST00000153617	ENSMUSP00000123262
ENSMUSG00000010311	ENSMUST00000149380	ENSMUSP00000115661
ENSMUSG00000010311	ENSMUST00000126123	ENSMUSP00000117086
ENSMUSG00000023707	ENSMUST00000024470	ENSMUSP00000024470
ENSMUSG00000023707	ENSMUST00000130140	
ENSMUSG00000023707	ENSMUST00000119269	ENSMUSP00000112701
ENSMUSG00000023707	ENSMUST00000196627	ENSMUSP00000143698
ENSMUSG00000023707	ENSMUST00000131094	
ENSMUSG00000023707	ENSMUST00000199457	ENSMUSP00000142745
ENSMUSG00000023707	ENSMUST00000198505	ENSMUSP00000142965
ENSMUSG00000023707	ENSMUST00000198770	ENSMUSP00000143318
ENSMUSG00000023707	ENSMUST00000148365	
ENSMUSG00000023707	ENSMUST00000136955	
ENSMUSG00002076211	ENSMUST00020182016	
ENSMUSG00000027404	ENSMUST00000103199	ENSMUSP00000099488
ENSMUSG00000027404	ENSMUST00000147570	ENSMUSP00000143633
ENSMUSG00000027404	ENSMUST00020183458	
ENSMUSG00000027404	ENSMUST00000150835	
ENSMUSG00002074922	ENSMUST00020182381	
ENSMUSG00000078622	ENSMUST00000002043	ENSMUSP00000002043
ENSMUSG00000078622	ENSMUST00000106865	ENSMUSP00000102478
ENSMUSG00000078622	ENSMUST00000125383	ENSMUSP00000122736
ENSMUSG00000078622	ENSMUST00000137915	ENSMUSP00000117127
ENSMUSG00000078622	ENSMUST00000153982	
ENSMUSG00002076721	ENSMUST00020182674	
ENSMUSG00002076158	ENSMUST00020181917	
ENSMUSG00002075855	ENSMUST00020183418	
ENSMUSG00000104012	ENSMUST00000192533	
ENSMUSG00000101360	ENSMUST00000208893	
ENSMUSG00000101360	ENSMUST00000188294	
ENSMUSG00000103791	ENSMUST00000192896	
ENSMUSG00000104485	ENSMUST00000193147	
ENSMUSG00002075423	ENSMUST00020181829	
ENSMUSG00000037664	ENSMUST00000167912	ENSMUSP00000128828
ENSMUSG00000037664	ENSMUST00000037287	ENSMUSP00000037302
ENSMUSG00000037664	ENSMUST00000208118	
ENSMUSG00000037664	ENSMUST00000207910	ENSMUSP00000147142
ENSMUSG00000037664	ENSMUST00000208137	ENSMUSP00000147116
ENSMUSG00000090208	ENSMUST00000160564	
ENSMUSG00000041577	ENSMUST00000048432	ENSMUSP00000048803
ENSMUSG00000041577	ENSMUST00000127583	
ENSMUSG00000099874	ENSMUST00000187926	
ENSMUSG00000121918	ENSMUST00000189062	ENSMUSP00000157882
ENSMUSG00000121918	ENSMUST00000185223	ENSMUSP00000157727
ENSMUSG00000060332	ENSMUST00000077988	ENSMUSP00000077139
ENSMUSG00000060332	ENSMUST00000166774	ENSMUSP00000125843
ENSMUSG00000118219	ENSMUST00000188175	ENSMUSP00000157559
ENSMUSG00000090079	ENSMUST00000159257	
ENSMUSG00000042046	ENSMUST00000045110	ENSMUSP00000035358
ENSMUSG00000042046	ENSMUST00000188389	ENSMUSP00000139652
ENSMUSG00000042046	ENSMUST00000188973	
ENSMUSG00000042046	ENSMUST00000187092	ENSMUSP00000140376
ENSMUSG00000042046	ENSMUST00000188006	
ENSMUSG00000042046	ENSMUST00000191494	
ENSMUSG00000108934	ENSMUST00000208055	
ENSMUSG00000000154	ENSMUST00000052348	ENSMUSP00000056082
ENSMUSG00000000154	ENSMUST00000150791	ENSMUSP00000123047
ENSMUSG00000000154	ENSMUST00000145943	ENSMUSP00000115345
ENSMUSG00000000154	ENSMUST00000141988	ENSMUSP00000120434
ENSMUSG00000000154	ENSMUST00000105917	ENSMUSP00000101537
ENSMUSG00000027405	ENSMUST00000103198	ENSMUSP00000099487
ENSMUSG00000027405	ENSMUST00000150745	
ENSMUSG00000027405	ENSMUST00000161543	
ENSMUSG00000027405	ENSMUST00000136621	ENSMUSP00000124616
ENSMUSG00000027405	ENSMUST00000141872	ENSMUSP00000125305
ENSMUSG00000027405	ENSMUST00000138163	
ENSMUSG00000027405	ENSMUST00000160183	
ENSMUSG00000027405	ENSMUST00000149955	ENSMUSP00000123879
ENSMUSG00000027405	ENSMUST00000160976	
ENSMUSG00000027405	ENSMUST00000162063	
ENSMUSG00000027405	ENSMUST00000143547	ENSMUSP00000124228
ENSMUSG00000027405	ENSMUST00000161025	
ENSMUSG00000027405	ENSMUST00000146454	ENSMUSP00000125304
ENSMUSG00000027405	ENSMUST00000153353	
ENSMUSG00000027405	ENSMUST00000028890	ENSMUSP00000028890
ENSMUSG00000027405	ENSMUST00000150401	ENSMUSP00000123890
ENSMUSG00000027405	ENSMUST00000133351	
